transaction_id,customer_id,product_id,product_name,category,quantity_sold,unit_price,transaction_date,store_id,store_location,inventory_level,reorder_point,reorder_quantity,supplier_id,supplier_lead_time,customer_age,customer_gender,customer_income,customer_loyalty_level,payment_method,promotion_applied,promotion_type,weather_conditions,holiday_indicator,weekday,stockout_indicator,forecasted_demand,actual_demand,operational_region,weather_zone,is_coastal,demand_gap,demand_ratio,demand_gap_pct,stockout_risk,days_of_inventory,critical_stockout,lead_time_buffer,can_survive_lead_time,demand_zscore,is_demand_shock,is_demand_crash,is_weather_shock,has_weather_impact,unmet_demand,revenue_at_risk,potential_revenue_at_risk,supply_gap,projected_stockout,week
1547,9312,171,Fridge,Appliances,4,697.27,2024-04-08 03:48:00,1,"Dallas, TX",34,132,266,458,1,24,Male,35656.04,Bronze,Digital Wallet,True,,Cloudy,False,Saturday,False,370,178,Inland,Moderate,0,-192,0.4810810810810811,-51.891891891891895,True,0.19101123595505617,True,-0.8089887640449438,False,-0.9773471369036761,False,False,False,False,0,0.0,124114.06,144,True,15
1548,9316,603,Fridge,Electronics,2,680.17,2024-09-14 05:26:00,15,"New York, NY",440,128,161,493,4,67,Male,36950.02,Bronze,Debit Card,True,,Stormy,True,Monday,False,407,310,Coastal,Winter Storm,1,-97,0.7616707616707616,-23.832923832923832,False,1.4193548387096775,False,-2.5806451612903225,False,0.07453285686305444,False,False,False,True,0,0.0,0.0,-130,False,37
1549,1333,305,Smartphone,Appliances,2,721.74,2024-02-02 07:31:00,5,"Los Angeles, CA",298,53,162,202,10,46,Female,35586.01,Gold,Debit Card,False,BOGO,Stormy,False,Monday,False,146,195,Coastal,Moderate,1,49,1.3356164383561644,33.56164383561644,False,1.528205128205128,False,-8.471794871794872,False,-0.8378460149645998,False,False,False,True,0,0.0,0.0,-103,False,5
1550,7397,724,Laptop,Appliances,1,1011.32,2024-04-18 05:10:00,5,"Chicago, IL",114,115,228,160,7,25,Female,63887.64,Bronze,Debit Card,False,,Sunny,True,Saturday,True,303,296,Inland,Winter Storm,0,-7,0.976897689768977,-2.31023102310231,True,0.38513513513513514,False,-6.614864864864865,False,-0.009045231679498972,False,False,False,False,182,184060.24000000002,299350.72000000003,182,True,16
1551,8702,502,Camera,Electronics,3,775.56,2024-05-24 08:18:00,8,"Miami, FL",132,118,179,240,2,41,Other,98670.89,Platinum,Cash,True,,Stormy,False,Monday,False,163,392,Coastal,Hurricane Risk,1,229,2.4049079754601226,140.4907975460123,False,0.336734693877551,False,-1.663265306122449,False,0.7494038380361273,False,False,True,True,0,0.0,0.0,260,True,21
1552,1713,282,Fridge,Appliances,3,1165.72,2024-01-25 14:12:00,11,"Dallas, TX",222,144,118,208,1,55,Male,38204.25,Bronze,Cash,True,,Stormy,True,Saturday,False,475,120,Inland,Moderate,0,-355,0.25263157894736843,-74.73684210526315,False,1.85,False,0.8500000000000001,True,-1.4532921411664073,False,False,False,True,0,0.0,0.0,-102,False,4
1553,7338,760,TV,Electronics,5,1410.85,2024-05-17 18:42:00,2,"Miami, FL",165,145,285,223,9,21,Female,83069.72,Bronze,Debit Card,True,,Sunny,False,Tuesday,True,408,212,Coastal,Hurricane Risk,1,-196,0.5196078431372549,-48.03921568627451,False,0.7783018867924528,False,-8.221698113207546,False,-0.7320202669779351,False,False,False,False,47,66309.95,0.0,47,True,20
1554,7116,603,Headphones,Appliances,5,90.67,2024-08-11 22:18:00,5,"Chicago, IL",359,133,221,313,5,33,Male,99322.55,Platinum,Digital Wallet,False,,Sunny,True,Sunday,False,352,284,Inland,Winter Storm,0,-68,0.8068181818181818,-19.318181818181817,False,1.2640845070422535,False,-3.7359154929577465,False,-0.10751661187178818,False,False,False,False,0,0.0,0.0,-75,False,32
1555,5155,211,Tablet,Appliances,4,1531.14,2024-05-22 01:49:00,17,"Los Angeles, CA",30,56,294,100,10,43,Female,48347.27,Gold,Cash,False,,Sunny,True,Wednesday,False,183,370,Coastal,Moderate,1,187,2.021857923497268,102.18579234972678,True,0.08108108108108109,False,-9.91891891891892,False,0.5981949461729511,False,False,False,False,0,0.0,566521.8,340,True,21
1556,1266,247,Tablet,Appliances,4,413.82,2024-03-04 16:48:00,8,"Dallas, TX",90,100,233,283,3,36,Male,76030.34,Gold,Debit Card,True,,Rainy,False,Tuesday,True,201,114,Inland,Moderate,0,-87,0.5671641791044776,-43.28358208955223,True,0.7894736842105263,False,-2.2105263157894735,False,-1.5025278312625518,False,False,False,True,24,9931.68,47175.479999999996,24,True,10
1557,6850,653,Tablet,Electronics,2,1794.85,2024-01-24 14:46:00,1,"Dallas, TX",388,114,216,352,10,50,Other,51966.4,Bronze,Cash,True,BOGO,Sunny,True,Sunday,True,428,497,Inland,Moderate,0,69,1.161214953271028,16.121495327102803,False,0.7806841046277666,False,-9.219315895372233,False,1.6135678992943303,False,False,False,False,109,195638.65,0.0,109,True,4
1558,2106,887,Camera,Appliances,3,51.29,2024-02-18 04:14:00,7,"Los Angeles, CA",248,75,203,234,8,64,Other,51434.6,Silver,Credit Card,False,,Sunny,False,Friday,True,355,323,Coastal,Moderate,1,-32,0.9098591549295775,-9.014084507042254,False,0.7678018575851393,False,-7.232198142414861,False,0.21251537375315174,False,False,False,False,75,3846.75,0.0,75,True,7
1559,6649,541,Camera,Appliances,4,867.25,2024-02-12 12:52:00,9,"Los Angeles, CA",163,61,103,200,1,49,Male,48488.46,Platinum,Credit Card,True,,Rainy,True,Saturday,True,140,334,Coastal,Moderate,1,194,2.3857142857142857,138.57142857142856,False,0.4880239520958084,False,-0.5119760479041916,False,0.3027808055960835,False,False,True,True,171,148299.75,0.0,171,True,7
1560,4950,323,Laptop,Electronics,2,1931.26,2024-05-26 09:03:00,5,"Dallas, TX",260,147,139,195,5,33,Male,35774.67,Silver,Debit Card,False,,Cloudy,False,Thursday,False,360,474,Inland,Moderate,0,114,1.3166666666666667,31.666666666666664,False,0.5485232067510548,False,-4.451476793248945,False,1.4242748192092003,False,False,False,False,0,0.0,0.0,214,True,21
1561,2698,728,TV,Appliances,2,1154.56,2024-07-23 00:37:00,9,"Chicago, IL",487,65,230,152,6,48,Female,23803.98,Silver,Credit Card,False,BOGO,Rainy,False,Friday,True,213,475,Inland,Winter Storm,0,262,2.2300469483568075,123.00469483568075,False,1.0252631578947369,False,-4.974736842105263,False,1.4598195228554816,False,False,True,True,0,0.0,0.0,-12,False,30
1562,6447,758,Headphones,Electronics,2,145.24,2024-03-03 16:55:00,7,"Dallas, TX",219,69,226,476,4,26,Other,49442.95,Platinum,Credit Card,True,,Sunny,True,Thursday,False,205,286,Inland,Moderate,0,81,1.395121951219512,39.51219512195122,False,0.7657342657342657,False,-3.234265734265734,False,-0.12299035713882055,False,False,False,False,0,0.0,0.0,67,True,9
1563,3185,208,Smartphone,Electronics,1,631.17,2024-08-25 17:28:00,15,"New York, NY",26,135,179,155,9,62,Female,117726.71,Silver,Cash,True,,Sunny,True,Tuesday,True,261,210,Coastal,Winter Storm,1,-51,0.8045977011494253,-19.54022988505747,True,0.12380952380952381,True,-8.876190476190477,False,-0.7484805348114246,False,False,False,False,184,116135.28,132545.69999999998,184,True,34
1564,1726,552,Tablet,Appliances,5,1793.03,2024-09-16 08:20:00,11,"Dallas, TX",127,65,253,161,7,40,Male,92510.55,Silver,Credit Card,False,,Sunny,False,Wednesday,False,195,103,Inland,Moderate,0,-92,0.5282051282051282,-47.179487179487175,False,1.233009708737864,False,-5.766990291262136,False,-1.5927932631054837,False,False,False,False,0,0.0,0.0,-24,False,38
1565,6772,832,Tablet,Electronics,1,1063.65,2024-05-24 03:41:00,7,"Miami, FL",471,108,103,276,9,57,Female,65217.61,Platinum,Cash,True,,Sunny,False,Tuesday,False,369,481,Coastal,Hurricane Risk,1,112,1.3035230352303524,30.35230352303523,False,0.9792099792099792,False,-8.02079002079002,False,1.4818857566264136,False,False,False,False,0,0.0,0.0,10,True,21
1566,9945,365,TV,Appliances,3,1611.96,2024-08-13 16:42:00,19,"Los Angeles, CA",320,124,220,236,8,61,Female,37778.95,Gold,Debit Card,False,,Rainy,False,Saturday,True,110,447,Coastal,Moderate,1,337,4.0636363636363635,306.3636363636364,False,0.7158836689038032,False,-7.284116331096197,False,1.2300529690734736,False,False,True,True,127,204718.92,0.0,127,True,33
1567,6546,205,Laptop,Appliances,2,886.84,2024-04-30 23:26:00,4,"Miami, FL",153,92,140,394,7,69,Female,98456.31,Bronze,Digital Wallet,False,,Cloudy,True,Sunday,True,391,205,Coastal,Hurricane Risk,1,-186,0.5242966751918159,-47.570332480818415,False,0.7463414634146341,False,-6.253658536585366,False,-0.7557865314710255,False,False,False,False,52,46115.68,0.0,52,True,18
1568,3868,135,Headphones,Electronics,2,785.66,2024-04-19 15:11:00,14,"Chicago, IL",382,127,205,270,2,60,Other,99653.72,Gold,Cash,True,BOGO,Rainy,False,Thursday,True,373,180,Inland,Winter Storm,0,-193,0.48257372654155495,-51.742627345844504,False,2.1222222222222222,False,0.12222222222222223,True,-0.9953845523137684,False,False,False,True,0,0.0,0.0,-202,False,16
1569,8612,174,TV,Electronics,3,1469.38,2024-08-09 00:43:00,19,"Los Angeles, CA",381,67,276,417,3,67,Male,31063.57,Gold,Debit Card,False,,Rainy,False,Friday,False,340,342,Coastal,Moderate,1,2,1.0058823529411764,0.5882352941176471,False,1.1140350877192982,False,-1.8859649122807018,False,0.3378971421988878,False,False,False,True,0,0.0,0.0,-39,False,32
1570,8840,172,TV,Electronics,4,807.59,2024-07-29 20:58:00,5,"Chicago, IL",460,120,275,423,10,19,Female,80040.38,Silver,Cash,False,,Cloudy,True,Thursday,True,312,150,Inland,Winter Storm,0,-162,0.4807692307692308,-51.92307692307693,False,3.066666666666667,False,-6.933333333333334,False,-1.2422885698161121,False,False,False,False,0,0.0,0.0,-310,False,31
1571,3986,685,Laptop,Electronics,1,869.74,2024-05-17 14:04:00,18,"Miami, FL",176,69,164,478,8,66,Male,85684.88,Silver,Digital Wallet,True,BOGO,Rainy,True,Monday,True,401,358,Coastal,Hurricane Risk,1,-43,0.8927680798004988,-10.723192019950124,False,0.49162011173184356,False,-7.5083798882681565,False,0.46957928486680445,False,False,False,True,182,158292.68,0.0,182,True,20
1572,3209,845,TV,Electronics,3,519.16,2024-03-18 09:22:00,1,"New York, NY",192,149,235,435,7,24,Other,108037.43,Silver,Credit Card,True,,Stormy,False,Friday,False,163,450,Coastal,Winter Storm,1,287,2.7607361963190185,176.07361963190183,False,0.4266666666666667,False,-6.573333333333333,False,1.2267516052073253,False,False,True,True,0,0.0,0.0,258,True,12
1573,2033,356,Headphones,Electronics,4,932.08,2024-05-12 19:08:00,20,"New York, NY",103,70,230,431,8,27,Female,76322.87,Platinum,Digital Wallet,True,BOGO,Cloudy,False,Saturday,True,324,219,Coastal,Winter Storm,1,-105,0.6759259259259259,-32.407407407407405,False,0.4703196347031963,False,-7.529680365296803,False,-0.6744093295607215,False,False,False,False,116,108121.28,0.0,116,True,19
1574,8498,895,Tablet,Appliances,3,583.07,2024-08-03 19:49:00,4,"Dallas, TX",352,76,118,419,7,38,Other,64793.24,Bronze,Digital Wallet,False,Percentage Discount,Cloudy,False,Friday,True,233,198,Inland,Moderate,0,-35,0.8497854077253219,-15.021459227467812,False,1.7777777777777777,False,-5.222222222222222,False,-0.8132281699165275,False,False,False,False,0,0.0,0.0,-154,False,31
1575,1605,556,Laptop,Appliances,4,915.9,2024-05-02 06:11:00,14,"Miami, FL",123,80,100,166,3,56,Other,44846.93,Silver,Debit Card,False,BOGO,Stormy,False,Saturday,False,407,368,Coastal,Hurricane Risk,1,-39,0.9041769041769042,-9.582309582309582,False,0.3342391304347826,False,-2.6657608695652173,False,0.5817830494742362,False,False,False,True,0,0.0,0.0,245,True,18
1576,5807,119,Washing Machine,Electronics,4,134.3,2024-08-25 09:40:00,13,"Dallas, TX",437,60,186,395,2,54,Other,56606.25,Platinum,Digital Wallet,False,Percentage Discount,Sunny,True,Wednesday,True,329,460,Inland,Moderate,0,131,1.3981762917933132,39.81762917933131,False,0.95,False,-1.05,False,1.3090529443747732,False,False,False,False,23,3088.9,0.0,23,True,34
1577,4302,609,Laptop,Electronics,3,828.19,2024-06-10 16:42:00,8,"Chicago, IL",105,73,277,141,4,45,Other,106518.88,Gold,Digital Wallet,True,,Rainy,True,Monday,True,104,214,Inland,Winter Storm,0,110,2.0576923076923075,105.76923076923077,False,0.49065420560747663,False,-3.5093457943925235,False,-0.7155599991444455,False,False,True,True,109,90272.71,0.0,109,True,24
1578,1717,252,Laptop,Electronics,5,330.61,2024-04-03 00:18:00,4,"Miami, FL",398,92,107,488,6,50,Female,43570.24,Platinum,Credit Card,False,,Sunny,True,Monday,True,297,166,Coastal,Hurricane Risk,1,-131,0.5589225589225589,-44.107744107744104,False,2.397590361445783,False,-3.602409638554217,False,-1.1106064271481955,False,False,False,False,0,0.0,0.0,-232,False,14
1579,4268,768,Camera,Electronics,3,858.03,2024-01-31 01:21:00,14,"Miami, FL",276,99,163,449,5,35,Other,22860.09,Silver,Digital Wallet,True,BOGO,Stormy,False,Saturday,True,288,323,Coastal,Hurricane Risk,1,35,1.1215277777777777,12.152777777777777,False,0.8544891640866873,False,-4.145510835913313,False,0.18152459778073674,False,False,False,True,47,40327.409999999996,0.0,47,True,5
1580,1686,755,Tablet,Appliances,3,1856.56,2024-01-27 21:01:00,14,"Dallas, TX",295,112,250,342,6,51,Male,83187.55,Gold,Debit Card,False,BOGO,Rainy,True,Monday,False,189,267,Inland,Moderate,0,78,1.4126984126984128,41.269841269841265,False,1.104868913857678,False,-4.895131086142322,False,-0.24701773381086456,False,False,False,True,0,0.0,0.0,-28,False,4
1581,6170,100,Headphones,Electronics,3,865.6,2024-09-02 00:15:00,20,"Los Angeles, CA",77,113,122,404,7,62,Female,94637.31,Bronze,Cash,True,Percentage Discount,Rainy,False,Tuesday,False,325,444,Coastal,Moderate,1,119,1.366153846153846,36.61538461538461,True,0.17342342342342343,False,-6.826576576576577,False,1.1773708017068565,False,False,False,True,0,0.0,384326.4,367,True,36
1582,6080,138,Laptop,Electronics,5,1142.27,2024-02-07 05:06:00,13,"Los Angeles, CA",125,67,206,476,2,31,Other,34611.88,Platinum,Cash,False,,Stormy,True,Monday,False,407,94,Coastal,Moderate,1,-313,0.23095823095823095,-76.90417690417691,False,1.3297872340425532,False,-0.6702127659574468,False,-1.7031760691538205,False,False,False,True,0,0.0,0.0,-31,False,6
1583,9444,780,Camera,Electronics,2,632.74,2024-04-29 00:27:00,18,"New York, NY",153,94,223,155,5,35,Male,25116.12,Silver,Cash,False,,Cloudy,False,Monday,False,322,440,Coastal,Winter Storm,1,118,1.3664596273291925,36.64596273291926,False,0.3477272727272727,False,-4.652272727272727,False,1.1444502660398772,False,False,False,False,0,0.0,0.0,287,True,18
1584,7524,499,Headphones,Appliances,5,1802.89,2024-05-27 08:21:00,16,"Chicago, IL",319,50,237,405,4,66,Female,82641.34,Platinum,Credit Card,False,BOGO,Cloudy,True,Monday,True,153,316,Inland,Winter Storm,0,163,2.065359477124183,106.5359477124183,False,1.009493670886076,False,-2.990506329113924,False,0.1550737353076497,False,False,False,False,0,0.0,0.0,-3,False,22
1585,9897,372,Fridge,Appliances,4,164.24,2024-01-19 13:10:00,10,"Dallas, TX",497,138,119,294,2,32,Male,64043.45,Gold,Credit Card,True,,Stormy,False,Friday,True,178,422,Inland,Moderate,0,244,2.3707865168539324,137.07865168539325,False,1.1777251184834123,False,-0.8222748815165877,False,1.0249042603395377,False,False,True,True,0,0.0,0.0,-75,False,3
1586,8756,255,TV,Appliances,3,747.54,2024-08-12 03:42:00,1,"Miami, FL",453,140,144,418,6,62,Male,80841.65,Gold,Cash,False,BOGO,Stormy,True,Tuesday,False,228,111,Coastal,Hurricane Risk,1,-117,0.4868421052631579,-51.31578947368421,False,4.081081081081081,False,-1.9189189189189193,False,-1.5271456763106241,False,False,False,True,0,0.0,0.0,-342,False,33
1587,5150,816,Camera,Electronics,2,1288.29,2024-09-13 05:46:00,8,"Dallas, TX",184,77,235,436,4,26,Female,105949.73,Gold,Credit Card,False,,Stormy,True,Tuesday,True,424,371,Inland,Moderate,0,-53,0.875,-12.5,False,0.49595687331536387,False,-3.5040431266846364,False,0.5765710257844867,False,False,False,True,187,240910.22999999998,0.0,187,True,37
1588,1599,437,Fridge,Electronics,1,1048.46,2024-01-08 19:28:00,7,"Dallas, TX",70,116,230,124,9,54,Female,55384.81,Platinum,Credit Card,False,,Sunny,False,Monday,True,484,504,Inland,Moderate,0,20,1.0413223140495869,4.132231404958678,True,0.1388888888888889,False,-8.86111111111111,False,1.6711788367115439,False,False,False,False,434,455031.64,528423.84,434,True,2
1589,4131,500,Camera,Electronics,2,429.18,2024-01-15 11:02:00,1,"Dallas, TX",142,94,271,408,4,61,Male,119097.36,Bronze,Credit Card,False,,Cloudy,False,Monday,True,437,300,Inland,Moderate,0,-137,0.6864988558352403,-31.35011441647597,False,0.47333333333333333,False,-3.526666666666667,False,-0.007768482304393468,False,False,False,False,158,67810.44,0.0,158,True,3
1590,5687,688,Smartphone,Appliances,5,1459.63,2024-02-20 15:18:00,9,"Miami, FL",393,146,162,134,5,62,Male,107529.85,Silver,Debit Card,True,Percentage Discount,Stormy,False,Saturday,True,186,98,Coastal,Hurricane Risk,1,-88,0.5268817204301075,-47.31182795698925,False,4.010204081632653,False,-0.9897959183673466,False,-1.6338230048522708,False,False,False,True,0,0.0,0.0,-295,False,8
1591,6848,103,Tablet,Appliances,2,1251.13,2024-08-21 06:59:00,12,"Dallas, TX",164,104,213,220,9,46,Other,67699.68,Silver,Debit Card,False,,Cloudy,True,Wednesday,False,175,238,Inland,Moderate,0,63,1.36,36.0,False,0.6890756302521008,False,-8.3109243697479,False,-0.4849902359422301,False,False,False,False,0,0.0,0.0,74,True,34
1592,1783,627,Camera,Electronics,3,363.42,2024-04-26 11:05:00,9,"New York, NY",231,65,256,294,10,52,Female,63017.13,Bronze,Credit Card,True,,Stormy,False,Wednesday,True,466,236,Coastal,Winter Storm,1,-230,0.5064377682403434,-49.35622317596567,False,0.9788135593220338,False,-9.021186440677965,False,-0.5344970529760601,False,False,False,True,5,1817.1000000000001,0.0,5,True,17
1593,6438,824,Fridge,Electronics,1,1245.1,2024-03-04 17:34:00,9,"Chicago, IL",27,104,262,249,10,60,Other,33256.97,Platinum,Credit Card,False,,Cloudy,False,Sunday,False,104,174,Inland,Winter Storm,0,70,1.6730769230769231,67.3076923076923,True,0.15517241379310345,True,-9.844827586206897,False,-1.0447653558142371,False,False,False,False,0,0.0,216647.4,147,True,10
1594,5476,889,Tablet,Electronics,4,825.65,2024-03-18 16:00:00,3,"Chicago, IL",173,72,156,133,6,45,Other,108388.0,Bronze,Cash,True,,Cloudy,False,Sunday,False,201,408,Inland,Winter Storm,0,207,2.029850746268657,102.98507462686568,False,0.42401960784313725,False,-5.575980392156863,False,0.881085980704044,False,False,False,False,0,0.0,0.0,235,True,12
1595,3039,602,Smartphone,Electronics,1,575.24,2024-08-21 09:40:00,1,"Miami, FL",39,138,254,350,4,58,Female,84913.06,Bronze,Debit Card,True,Percentage Discount,Cloudy,False,Friday,True,464,326,Coastal,Hurricane Risk,1,-138,0.7025862068965517,-29.74137931034483,True,0.1196319018404908,True,-3.8803680981595092,False,0.2062149995309711,False,False,False,False,287,165093.88,187528.24,287,True,34
1596,7029,589,Laptop,Electronics,2,946.67,2024-03-11 08:47:00,13,"Chicago, IL",162,108,265,429,2,49,Female,31940.01,Gold,Debit Card,False,,Rainy,True,Tuesday,True,408,296,Inland,Winter Storm,0,-112,0.7254901960784313,-27.450980392156865,False,0.5472972972972973,False,-1.4527027027027026,False,-0.040689017971372636,False,False,False,True,134,126853.78,0.0,134,True,11
1597,8159,546,Fridge,Electronics,3,1682.86,2024-04-21 20:20:00,4,"Los Angeles, CA",442,139,238,313,3,22,Male,105366.25,Platinum,Credit Card,True,Percentage Discount,Rainy,True,Wednesday,True,171,92,Coastal,Moderate,1,-79,0.5380116959064327,-46.198830409356724,False,4.804347826086956,False,1.804347826086956,True,-1.71963633698731,False,False,False,True,0,0.0,0.0,-350,False,16
1598,7553,513,Washing Machine,Electronics,3,1726.38,2024-03-11 20:33:00,14,"New York, NY",450,64,184,262,1,39,Female,32626.13,Gold,Debit Card,False,BOGO,Cloudy,False,Thursday,False,147,199,Coastal,Winter Storm,1,52,1.3537414965986394,35.374149659863946,False,2.2613065326633164,False,1.2613065326633164,True,-0.8390120078956174,False,False,False,False,0,0.0,0.0,-251,False,11
1599,8204,964,Laptop,Appliances,3,401.68,2024-05-22 10:16:00,13,"Dallas, TX",447,83,262,458,1,37,Male,107560.39,Bronze,Digital Wallet,False,,Sunny,True,Wednesday,True,128,220,Inland,Moderate,0,92,1.71875,71.875,False,2.0318181818181817,False,1.0318181818181817,True,-0.6326973062306639,False,False,False,False,0,0.0,0.0,-227,False,21
1600,7334,845,Headphones,Appliances,2,1615.28,2024-03-03 18:11:00,9,"Miami, FL",172,61,245,391,9,60,Male,89072.52,Bronze,Debit Card,True,,Rainy,True,Sunday,True,151,306,Coastal,Hurricane Risk,1,155,2.0264900662251657,102.64900662251655,False,0.5620915032679739,False,-8.437908496732026,False,0.07301425181407536,False,False,True,True,134,216447.52,0.0,134,True,9
1601,6554,899,Smartphone,Electronics,1,1632.6,2024-04-13 20:35:00,19,"Los Angeles, CA",369,74,157,165,6,29,Male,83530.66,Platinum,Debit Card,True,Percentage Discount,Rainy,True,Monday,False,443,141,Coastal,Moderate,1,-302,0.3182844243792325,-68.17155756207674,False,2.617021276595745,False,-3.382978723404255,False,-1.3163597750668152,False,False,False,True,0,0.0,0.0,-228,False,15
1602,4060,931,Smartphone,Appliances,2,1086.43,2024-07-26 08:33:00,15,"Chicago, IL",240,85,293,109,10,69,Other,103779.48,Platinum,Digital Wallet,True,,Stormy,False,Tuesday,True,293,428,Inland,Winter Storm,0,135,1.4607508532423208,46.075085324232084,False,0.5607476635514018,False,-9.439252336448599,False,1.0741399504356823,False,False,False,True,188,204248.84000000003,0.0,188,True,30
1603,9129,904,Washing Machine,Appliances,5,1366.86,2024-04-29 03:46:00,1,"Los Angeles, CA",436,72,114,288,1,70,Other,46994.89,Gold,Debit Card,True,,Stormy,True,Sunday,True,144,127,Coastal,Moderate,1,-17,0.8819444444444444,-11.805555555555555,False,3.4330708661417324,False,2.4330708661417324,True,-1.3958505027209052,False,False,False,True,0,0.0,0.0,-309,False,18
1604,9151,171,Tablet,Electronics,1,518.76,2024-04-23 19:05:00,1,"New York, NY",271,113,298,393,5,64,Female,75750.43,Bronze,Debit Card,False,,Sunny,True,Saturday,False,258,345,Coastal,Winter Storm,1,87,1.3372093023255813,33.72093023255814,False,0.7855072463768116,False,-4.214492753623189,False,0.3625875439491221,False,False,False,False,0,0.0,0.0,74,True,17
1605,7018,653,Tablet,Appliances,1,324.64,2024-01-20 23:26:00,18,"Los Angeles, CA",480,133,242,254,1,70,Female,57643.77,Gold,Debit Card,True,,Rainy,True,Friday,True,356,493,Coastal,Moderate,1,137,1.3848314606741574,38.48314606741573,False,0.973630831643002,False,-0.026369168356997985,False,1.6075265931439155,False,False,False,True,13,4220.32,0.0,13,True,3
1606,9507,331,TV,Electronics,2,538.54,2024-05-11 18:44:00,10,"Los Angeles, CA",487,140,139,377,1,54,Male,69682.22,Platinum,Credit Card,True,,Rainy,False,Monday,False,484,214,Coastal,Moderate,1,-270,0.44214876033057854,-55.78512396694215,False,2.2757009345794392,False,1.2757009345794392,True,-0.7155599991444455,False,False,False,True,0,0.0,0.0,-273,False,19
1607,5369,103,TV,Electronics,4,464.55,2024-07-15 07:01:00,10,"Chicago, IL",326,113,147,424,3,62,Male,101657.74,Platinum,Cash,True,,Stormy,False,Saturday,False,143,368,Inland,Winter Storm,0,225,2.5734265734265733,157.34265734265733,False,0.8858695652173914,False,-2.1141304347826084,False,0.5518806240342523,False,False,True,True,0,0.0,0.0,42,True,29
1608,2353,493,Smartphone,Appliances,2,1048.95,2024-07-31 19:31:00,11,"Chicago, IL",68,74,214,204,5,66,Male,25090.61,Gold,Credit Card,False,,Rainy,True,Tuesday,False,163,295,Inland,Winter Storm,0,132,1.8098159509202454,80.98159509202453,True,0.2305084745762712,False,-4.769491525423729,False,-0.017251180028856405,False,False,True,True,0,0.0,309440.25,227,True,31
1609,7955,805,Smartphone,Appliances,2,1545.25,2024-01-21 00:12:00,18,"Chicago, IL",206,68,265,303,2,39,Other,84294.83,Silver,Debit Card,False,,Cloudy,False,Thursday,True,341,194,Inland,Winter Storm,0,-147,0.5689149560117303,-43.10850439882698,False,1.0618556701030928,False,-0.9381443298969072,False,-0.8460519633139572,False,False,False,False,0,0.0,0.0,-12,False,3
1610,2293,937,Camera,Electronics,1,584.12,2024-06-17 22:14:00,1,"Miami, FL",98,75,232,112,8,61,Male,41259.32,Gold,Debit Card,False,,Cloudy,False,Saturday,True,304,457,Coastal,Hurricane Risk,1,153,1.5032894736842106,50.32894736842105,False,0.21444201312910285,False,-7.785557986870897,False,1.2843625426245389,False,False,False,False,359,209699.08,0.0,359,True,25
1611,8055,898,Washing Machine,Electronics,1,936.02,2024-01-21 15:11:00,4,"New York, NY",274,90,124,391,1,57,Female,59317.32,Bronze,Digital Wallet,True,Percentage Discount,Stormy,False,Saturday,True,389,460,Coastal,Winter Storm,1,71,1.1825192802056554,18.251928020565554,False,0.5956521739130435,False,-0.4043478260869565,False,1.3090529443747732,False,False,False,True,186,174099.72,0.0,186,True,3
1612,3956,593,Smartphone,Appliances,4,295.74,2024-06-25 14:29:00,11,"Chicago, IL",278,133,170,113,4,56,Other,115578.48,Platinum,Digital Wallet,True,Percentage Discount,Stormy,False,Wednesday,True,232,269,Inland,Winter Storm,0,37,1.1594827586206897,15.948275862068966,False,1.033457249070632,False,-2.966542750929368,False,-0.2306058371121497,False,False,False,True,0,0.0,0.0,-9,False,26
1613,9937,224,Camera,Electronics,2,265.69,2024-07-27 06:44:00,4,"Los Angeles, CA",3,112,208,138,7,66,Other,71651.44,Gold,Digital Wallet,True,,Stormy,False,Tuesday,False,261,262,Coastal,Moderate,1,1,1.003831417624521,0.38314176245210724,True,0.011450381679389313,True,-6.988549618320611,False,-0.3205135711406955,False,False,False,True,0,0.0,69610.78,259,True,30
1614,5813,680,Headphones,Appliances,2,695.44,2024-04-03 15:23:00,16,"Dallas, TX",421,79,246,315,5,38,Male,86782.53,Bronze,Credit Card,False,,Rainy,True,Wednesday,True,440,423,Inland,Moderate,0,-17,0.9613636363636363,-3.8636363636363633,False,0.9952718676122931,False,-4.004728132387707,False,1.033110208688895,False,False,False,True,2,1390.88,0.0,2,True,14
1615,6262,648,Camera,Electronics,4,530.87,2024-01-15 18:24:00,14,"New York, NY",327,139,189,366,3,69,Male,25390.34,Gold,Digital Wallet,False,,Stormy,False,Thursday,True,184,304,Coastal,Winter Storm,1,120,1.6521739130434783,65.21739130434783,False,1.075657894736842,False,-1.924342105263158,False,0.025152053362585698,False,False,True,True,0,0.0,0.0,-23,False,3
1616,2680,467,Fridge,Appliances,4,1752.56,2024-01-29 02:16:00,10,"Dallas, TX",103,112,163,106,4,49,Other,58597.96,Gold,Debit Card,True,,Rainy,False,Sunday,True,353,193,Inland,Moderate,0,-160,0.546742209631728,-45.3257790368272,True,0.533678756476684,False,-3.466321243523316,False,-0.8542579116633147,False,False,False,True,90,157730.4,338244.08,90,True,5
