Priority,Score,Store Location,Category,Product,Weather,Current Inventory,Predicted Demand,Supply Gap,Lead Time (Days),AI Recommendation,Financial Impact ($)
CRITICAL,80,"New York, NY",Appliances,Laptop,Stormy,424,252.77786355564996,-171.22213644435004,2,Weather-Priority Restock,0.0
CRITICAL,80,"Dallas, TX",Appliances,Tablet,Stormy,334,273.97650326009267,-60.02349673990733,8,Weather-Priority Restock,0.0
CRITICAL,80,"Los Angeles, CA",Appliances,Washing Machine,Stormy,450,292.0296225040187,-157.97037749598132,1,Weather-Priority Restock,0.0
CRITICAL,80,"Miami, FL",Appliances,Headphones,Stormy,343,282.4910751094234,-60.50892489057662,8,Weather-Priority Restock,0.0
CRITICAL,80,"New York, NY",Electronics,Laptop,Rainy,364,266.53822057436906,-97.46177942563094,2,Weather-Priority Restock,0.0
CRITICAL,80,"Miami, FL",Appliances,Fridge,Rainy,353,294.95308498352034,-58.04691501647966,2,Weather-Priority Restock,0.0
CRITICAL,80,"Miami, FL",Appliances,Washing Machine,Stormy,473,296.70574739282523,-176.29425260717477,8,Weather-Priority Restock,0.0
CRITICAL,80,"Los Angeles, CA",Appliances,TV,Stormy,350,304.14391861417715,-45.85608138582285,5,Weather-Priority Restock,0.0
CRITICAL,80,"Miami, FL",Electronics,TV,Stormy,303,288.0669177804017,-14.933082219598305,7,Weather-Priority Restock,0.0
CRITICAL,80,"Chicago, IL",Electronics,Washing Machine,Stormy,422,348.71847431726167,-73.28152568273833,6,Weather-Priority Restock,0.0
CRITICAL,80,"Miami, FL",Electronics,Laptop,Stormy,452,317.0501674833286,-134.9498325166714,6,Weather-Priority Restock,0.0
CRITICAL,80,"New York, NY",Electronics,Tablet,Rainy,462,299.28869447474085,-162.71130552525915,5,Weather-Priority Restock,0.0
CRITICAL,80,"New York, NY",Electronics,Tablet,Rainy,332,299.395229809442,-32.604770190557986,2,Weather-Priority Restock,0.0
CRITICAL,80,"Los Angeles, CA",Electronics,Headphones,Rainy,457,336.67537654593895,-120.32462345406105,9,Weather-Priority Restock,0.0
CRITICAL,80,"Los Angeles, CA",Electronics,Laptop,Rainy,393,346.31070059138955,-46.68929940861045,10,Weather-Priority Restock,0.0
CRITICAL,80,"Miami, FL",Appliances,Laptop,Stormy,334,276.2003045451454,-57.7996954548546,7,Weather-Priority Restock,0.0
CRITICAL,80,"Miami, FL",Electronics,Washing Machine,Rainy,334,286.98824515732844,-47.011754842671564,10,Weather-Priority Restock,0.0
CRITICAL,80,"Miami, FL",Electronics,Headphones,Rainy,403,342.57164365836803,-60.42835634163197,4,Weather-Priority Restock,0.0
CRITICAL,80,"Los Angeles, CA",Electronics,TV,Stormy,382,309.145846299582,-72.85415370041801,9,Weather-Priority Restock,0.0
CRITICAL,80,"Chicago, IL",Appliances,TV,Rainy,354,347.232553770142,-6.767446229858024,5,Weather-Priority Restock,0.0
CRITICAL,80,"Dallas, TX",Electronics,Headphones,Rainy,414,300.32302676571186,-113.67697323428814,9,Weather-Priority Restock,0.0
CRITICAL,80,"Los Angeles, CA",Appliances,Headphones,Stormy,424,304.4605642539284,-119.5394357460716,8,Weather-Priority Restock,0.0
CRITICAL,80,"New York, NY",Appliances,Smartphone,Rainy,424,337.7786002679589,-86.2213997320411,1,Weather-Priority Restock,0.0
CRITICAL,80,"Chicago, IL",Electronics,Camera,Rainy,321,306.0411598398575,-14.958840160142472,4,Weather-Priority Restock,0.0
CRITICAL,80,"Chicago, IL",Appliances,Camera,Rainy,440,303.3320562299675,-136.66794377003248,2,Weather-Priority Restock,0.0
CRITICAL,80,"Miami, FL",Appliances,Laptop,Stormy,392,304.82762189513534,-87.17237810486466,5,Weather-Priority Restock,0.0
CRITICAL,80,"Los Angeles, CA",Electronics,TV,Rainy,432,370.9502268648947,-61.04977313510528,3,Weather-Priority Restock,0.0
CRITICAL,80,"Los Angeles, CA",Electronics,Fridge,Stormy,473,287.16215470259544,-185.83784529740456,7,Weather-Priority Restock,0.0
CRITICAL,80,"Dallas, TX",Appliances,Fridge,Stormy,287,271.8800121820752,-15.119987817924823,9,Weather-Priority Restock,0.0
CRITICAL,80,"Chicago, IL",Electronics,Headphones,Rainy,468,346.9267547492426,-121.0732452507574,4,Weather-Priority Restock,0.0
CRITICAL,80,"New York, NY",Appliances,Headphones,Rainy,349,299.09615682059416,-49.90384317940584,10,Weather-Priority Restock,0.0
CRITICAL,80,"Chicago, IL",Electronics,Headphones,Rainy,469,313.04756435397286,-155.95243564602714,10,Weather-Priority Restock,0.0
CRITICAL,80,"Chicago, IL",Appliances,Tablet,Stormy,311,264.6292584737669,-46.370741526233076,9,Weather-Priority Restock,0.0
CRITICAL,80,"Dallas, TX",Appliances,Fridge,Stormy,376,302.786280400732,-73.21371959926802,3,Weather-Priority Restock,0.0
CRITICAL,80,"Dallas, TX",Appliances,Washing Machine,Stormy,341,302.6082701401649,-38.391729859835095,2,Weather-Priority Restock,0.0
CRITICAL,80,"New York, NY",Appliances,Washing Machine,Rainy,309,298.64221484242995,-10.35778515757005,5,Weather-Priority Restock,0.0
CRITICAL,80,"Dallas, TX",Electronics,Smartphone,Stormy,389,297.75712967295067,-91.24287032704933,5,Weather-Priority Restock,0.0
CRITICAL,80,"New York, NY",Appliances,TV,Stormy,313,298.1510686717996,-14.848931328200422,5,Weather-Priority Restock,0.0
CRITICAL,80,"Chicago, IL",Appliances,Camera,Stormy,490,292.56144265950405,-197.43855734049595,2,Weather-Priority Restock,0.0
CRITICAL,80,"Los Angeles, CA",Appliances,Headphones,Stormy,356,261.7281816244278,-94.2718183755722,10,Weather-Priority Restock,0.0
CRITICAL,80,"Chicago, IL",Appliances,Camera,Rainy,493,361.73024822150705,-131.26975177849295,8,Weather-Priority Restock,0.0
CRITICAL,80,"New York, NY",Electronics,TV,Stormy,300,281.16994536285375,-18.830054637146247,10,Weather-Priority Restock,0.0
CRITICAL,80,"Dallas, TX",Electronics,Fridge,Stormy,311,289.7619221933122,-21.238077806687784,10,Weather-Priority Restock,0.0
CRITICAL,80,"New York, NY",Electronics,Laptop,Stormy,249,243.9117778833027,-5.088222116697295,9,Weather-Priority Restock,0.0
CRITICAL,80,"Dallas, TX",Appliances,Tablet,Stormy,319,306.16879376484763,-12.831206235152365,8,Weather-Priority Restock,0.0
CRITICAL,80,"Chicago, IL",Electronics,Headphones,Rainy,387,313.2241097869294,-73.77589021307062,1,Weather-Priority Restock,0.0
CRITICAL,80,"New York, NY",Appliances,Tablet,Stormy,330,277.0766964232676,-52.923303576732394,5,Weather-Priority Restock,0.0
CRITICAL,80,"Chicago, IL",Electronics,Headphones,Stormy,348,326.9020474168157,-21.09795258318428,8,Weather-Priority Restock,0.0
CRITICAL,80,"New York, NY",Appliances,Washing Machine,Rainy,402,321.4743744465012,-80.5256255534988,3,Weather-Priority Restock,0.0
CRITICAL,80,"Dallas, TX",Appliances,Laptop,Rainy,483,247.70022222883983,-235.29977777116017,1,Weather-Priority Restock,0.0
CRITICAL,80,"Miami, FL",Electronics,TV,Stormy,450,298.30184550657486,-151.69815449342514,9,Weather-Priority Restock,0.0
CRITICAL,80,"Chicago, IL",Electronics,Camera,Rainy,288,251.62469155453965,-36.37530844546035,8,Weather-Priority Restock,0.0
CRITICAL,80,"Dallas, TX",Appliances,Headphones,Stormy,386,313.72868204773675,-72.27131795226325,4,Weather-Priority Restock,0.0
CRITICAL,80,"Miami, FL",Electronics,TV,Stormy,456,325.99796273813644,-130.00203726186356,7,Weather-Priority Restock,0.0
CRITICAL,80,"New York, NY",Appliances,Fridge,Stormy,436,316.135467410142,-119.86453258985802,2,Weather-Priority Restock,0.0
CRITICAL,80,"Miami, FL",Appliances,Camera,Stormy,455,319.59063103130705,-135.40936896869295,5,Weather-Priority Restock,0.0
CRITICAL,80,"Miami, FL",Appliances,Camera,Rainy,425,330.199021489527,-94.80097851047299,8,Weather-Priority Restock,0.0
CRITICAL,80,"Chicago, IL",Electronics,Tablet,Stormy,414,298.60026439644446,-115.39973560355554,5,Weather-Priority Restock,0.0
CRITICAL,80,"Miami, FL",Electronics,Laptop,Rainy,412,325.7381050262645,-86.26189497373548,10,Weather-Priority Restock,0.0
CRITICAL,80,"Dallas, TX",Electronics,Washing Machine,Stormy,351,289.6518678907776,-61.34813210922238,9,Weather-Priority Restock,0.0
CRITICAL,80,"Miami, FL",Electronics,Laptop,Stormy,442,294.6216321393569,-147.3783678606431,5,Weather-Priority Restock,0.0
CRITICAL,80,"New York, NY",Electronics,Washing Machine,Rainy,319,245.43997379850424,-73.56002620149576,5,Weather-Priority Restock,0.0
CRITICAL,80,"Miami, FL",Electronics,Fridge,Stormy,372,331.5394839839287,-40.460516016071324,3,Weather-Priority Restock,0.0
CRITICAL,80,"New York, NY",Appliances,Camera,Rainy,322,275.0795178901523,-46.92048210984768,10,Weather-Priority Restock,0.0
CRITICAL,80,"Chicago, IL",Appliances,Fridge,Stormy,271,253.02554803614126,-17.97445196385874,6,Weather-Priority Restock,0.0
CRITICAL,80,"Los Angeles, CA",Electronics,Camera,Rainy,434,269.1550275552421,-164.8449724447579,6,Weather-Priority Restock,0.0
CRITICAL,80,"Los Angeles, CA",Appliances,Camera,Rainy,401,329.1228698203904,-71.8771301796096,2,Weather-Priority Restock,0.0
CRITICAL,80,"Los Angeles, CA",Appliances,Smartphone,Rainy,340,324.32942011871137,-15.670579881288631,10,Weather-Priority Restock,0.0
CRITICAL,80,"New York, NY",Appliances,Washing Machine,Rainy,331,319.56052397861544,-11.439476021384564,9,Weather-Priority Restock,0.0
CRITICAL,80,"Los Angeles, CA",Electronics,Laptop,Stormy,451,304.44294160195574,-146.55705839804426,3,Weather-Priority Restock,0.0
CRITICAL,80,"Los Angeles, CA",Electronics,TV,Stormy,435,300.6970757498501,-134.30292425014989,8,Weather-Priority Restock,0.0
CRITICAL,80,"Miami, FL",Electronics,Laptop,Rainy,342,291.6158889089392,-50.38411109106079,8,Weather-Priority Restock,0.0
CRITICAL,80,"Los Angeles, CA",Appliances,Camera,Rainy,457,328.08013384378296,-128.91986615621704,5,Weather-Priority Restock,0.0
CRITICAL,80,"New York, NY",Appliances,TV,Rainy,472,244.02672814263545,-227.97327185736455,8,Weather-Priority Restock,0.0
CRITICAL,80,"Miami, FL",Appliances,TV,Rainy,310,278.8766237797764,-31.123376220223577,2,Weather-Priority Restock,0.0
CRITICAL,80,"Chicago, IL",Appliances,Fridge,Stormy,428,307.22731437315656,-120.77268562684344,2,Weather-Priority Restock,0.0
CRITICAL,80,"New York, NY",Electronics,Fridge,Rainy,440,321.8978561455365,-118.10214385446352,1,Weather-Priority Restock,0.0
CRITICAL,80,"New York, NY",Electronics,Smartphone,Rainy,430,314.9200812150005,-115.0799187849995,3,Weather-Priority Restock,0.0
CRITICAL,80,"Chicago, IL",Electronics,Headphones,Stormy,358,310.36857835940936,-47.631421640590645,5,Weather-Priority Restock,0.0
CRITICAL,80,"Los Angeles, CA",Appliances,Tablet,Stormy,457,284.66393326185886,-172.33606673814114,6,Weather-Priority Restock,0.0
CRITICAL,80,"New York, NY",Electronics,Tablet,Stormy,271,269.37208958758475,-1.6279104124152468,6,Weather-Priority Restock,0.0
CRITICAL,80,"Los Angeles, CA",Electronics,Tablet,Rainy,408,274.1802797391998,-133.81972026080018,7,Weather-Priority Restock,0.0
CRITICAL,80,"New York, NY",Appliances,Camera,Rainy,286,273.37061187194377,-12.629388128056235,4,Weather-Priority Restock,0.0
CRITICAL,80,"New York, NY",Appliances,TV,Rainy,336,318.573900960487,-17.42609903951302,9,Weather-Priority Restock,0.0
CRITICAL,80,"Los Angeles, CA",Electronics,Washing Machine,Stormy,484,309.5855033130812,-174.41449668691882,2,Weather-Priority Restock,0.0
CRITICAL,80,"New York, NY",Electronics,Washing Machine,Rainy,314,312.84358150056875,-1.156418499431254,1,Weather-Priority Restock,0.0
CRITICAL,80,"New York, NY",Electronics,Smartphone,Rainy,352,283.52071032322795,-68.47928967677205,4,Weather-Priority Restock,0.0
CRITICAL,80,"Los Angeles, CA",Appliances,TV,Stormy,463,357.72171248161504,-105.27828751838496,8,Weather-Priority Restock,0.0
CRITICAL,80,"Chicago, IL",Appliances,TV,Stormy,371,285.77301109946785,-85.22698890053215,5,Weather-Priority Restock,0.0
CRITICAL,80,"New York, NY",Appliances,Tablet,Stormy,412,313.6782163585711,-98.32178364142891,1,Weather-Priority Restock,0.0
CRITICAL,80,"Miami, FL",Electronics,Washing Machine,Rainy,455,295.30409459181226,-159.69590540818774,1,Weather-Priority Restock,0.0
CRITICAL,80,"Los Angeles, CA",Electronics,Washing Machine,Rainy,401,295.32337627333135,-105.67662372666865,10,Weather-Priority Restock,0.0
CRITICAL,80,"Miami, FL",Appliances,Smartphone,Stormy,420,332.55667615601374,-87.44332384398626,10,Weather-Priority Restock,0.0
CRITICAL,80,"New York, NY",Appliances,Laptop,Stormy,361,275.93942797116125,-85.06057202883875,7,Weather-Priority Restock,0.0
CRITICAL,80,"Chicago, IL",Electronics,Tablet,Rainy,462,292.083442872621,-169.916557127379,9,Weather-Priority Restock,0.0
CRITICAL,80,"New York, NY",Appliances,Washing Machine,Stormy,329,248.27028041618738,-80.72971958381262,3,Weather-Priority Restock,0.0
CRITICAL,80,"Miami, FL",Appliances,Headphones,Stormy,475,323.7684306909282,-151.2315693090718,5,Weather-Priority Restock,0.0
CRITICAL,80,"Miami, FL",Electronics,Headphones,Rainy,455,271.7561620221846,-183.24383797781542,1,Weather-Priority Restock,0.0
CRITICAL,80,"Los Angeles, CA",Electronics,Laptop,Rainy,379,296.2971839840803,-82.70281601591972,7,Weather-Priority Restock,0.0
CRITICAL,80,"Chicago, IL",Electronics,Tablet,Stormy,333,246.69792549579094,-86.30207450420906,1,Weather-Priority Restock,0.0
CRITICAL,80,"Chicago, IL",Electronics,Tablet,Rainy,378,266.76898968282677,-111.23101031717323,8,Weather-Priority Restock,0.0
CRITICAL,80,"Miami, FL",Electronics,Tablet,Stormy,406,274.4312835119526,-131.56871648804741,9,Weather-Priority Restock,0.0
CRITICAL,80,"Los Angeles, CA",Electronics,Tablet,Stormy,377,272.6295472457578,-104.3704527542422,9,Weather-Priority Restock,0.0
CRITICAL,80,"Dallas, TX",Appliances,Headphones,Rainy,421,314.6375911266336,-106.3624088733664,5,Weather-Priority Restock,0.0
CRITICAL,80,"Miami, FL",Electronics,TV,Stormy,451,243.55431941669391,-207.44568058330609,3,Weather-Priority Restock,0.0
CRITICAL,80,"Miami, FL",Appliances,Tablet,Stormy,470,337.2704059957154,-132.7295940042846,5,Weather-Priority Restock,0.0
CRITICAL,80,"New York, NY",Appliances,TV,Rainy,432,332.48719377531165,-99.51280622468835,10,Weather-Priority Restock,0.0
CRITICAL,80,"Miami, FL",Electronics,Headphones,Rainy,358,314.87507943655817,-43.12492056344183,3,Weather-Priority Restock,0.0
CRITICAL,80,"Los Angeles, CA",Electronics,TV,Rainy,490,248.13401435303516,-241.86598564696484,3,Weather-Priority Restock,0.0
CRITICAL,80,"Chicago, IL",Appliances,Fridge,Rainy,388,266.34232723304507,-121.65767276695493,5,Weather-Priority Restock,0.0
CRITICAL,80,"Los Angeles, CA",Appliances,Laptop,Rainy,464,304.6742668097287,-159.3257331902713,2,Weather-Priority Restock,0.0
CRITICAL,80,"Los Angeles, CA",Electronics,Smartphone,Stormy,351,290.27240929637907,-60.72759070362093,8,Weather-Priority Restock,0.0
CRITICAL,80,"Chicago, IL",Appliances,Washing Machine,Rainy,379,293.8124256109699,-85.18757438903009,1,Weather-Priority Restock,0.0
CRITICAL,80,"Los Angeles, CA",Electronics,Laptop,Rainy,293,292.30649478232243,-0.6935052176775685,1,Weather-Priority Restock,0.0
CRITICAL,80,"Miami, FL",Electronics,Smartphone,Stormy,365,358.795260999077,-6.204739000922984,2,Weather-Priority Restock,0.0
CRITICAL,80,"New York, NY",Appliances,Headphones,Stormy,340,292.6610802188457,-47.33891978115429,3,Weather-Priority Restock,0.0
CRITICAL,80,"Dallas, TX",Electronics,Headphones,Rainy,342,336.6536423924143,-5.346357607585674,5,Weather-Priority Restock,0.0
CRITICAL,80,"Los Angeles, CA",Electronics,Camera,Stormy,466,271.1288545573217,-194.8711454426783,5,Weather-Priority Restock,0.0
CRITICAL,80,"Chicago, IL",Electronics,Washing Machine,Stormy,376,334.28753805655384,-41.71246194344616,8,Weather-Priority Restock,0.0
CRITICAL,80,"New York, NY",Electronics,Headphones,Stormy,358,293.05793648069334,-64.94206351930666,5,Weather-Priority Restock,0.0
CRITICAL,80,"Miami, FL",Electronics,Fridge,Stormy,365,331.63927750130193,-33.36072249869807,9,Weather-Priority Restock,0.0
CRITICAL,80,"Dallas, TX",Electronics,Laptop,Stormy,450,278.6556473957293,-171.34435260427068,7,Weather-Priority Restock,0.0
CRITICAL,80,"New York, NY",Appliances,Laptop,Stormy,397,268.8441167378425,-128.1558832621575,9,Weather-Priority Restock,0.0
CRITICAL,80,"Dallas, TX",Electronics,Washing Machine,Rainy,365,307.48144314874247,-57.51855685125753,5,Weather-Priority Restock,0.0
CRITICAL,80,"Los Angeles, CA",Appliances,Fridge,Rainy,306,254.26932905824262,-51.73067094175738,9,Weather-Priority Restock,0.0
CRITICAL,80,"New York, NY",Electronics,Fridge,Stormy,408,301.398090513627,-106.60190948637302,4,Weather-Priority Restock,0.0
CRITICAL,80,"New York, NY",Appliances,Headphones,Rainy,348,271.01204920783533,-76.98795079216467,6,Weather-Priority Restock,0.0
CRITICAL,80,"Chicago, IL",Electronics,Smartphone,Rainy,309,297.08340701542676,-11.916592984573242,5,Weather-Priority Restock,0.0
CRITICAL,80,"Chicago, IL",Electronics,Tablet,Stormy,319,318.81235848944436,-0.18764151055563616,2,Weather-Priority Restock,0.0
CRITICAL,80,"Los Angeles, CA",Electronics,Fridge,Rainy,495,348.8040962584884,-146.1959037415116,9,Weather-Priority Restock,0.0
CRITICAL,80,"Los Angeles, CA",Appliances,Camera,Rainy,489,344.47336786879043,-144.52663213120957,6,Weather-Priority Restock,0.0
CRITICAL,80,"Dallas, TX",Appliances,Laptop,Stormy,301,300.3561495836714,-0.6438504163285756,7,Weather-Priority Restock,0.0
CRITICAL,80,"Los Angeles, CA",Appliances,Tablet,Rainy,298,279.7924293085479,-18.207570691452077,7,Weather-Priority Restock,0.0
CRITICAL,80,"New York, NY",Electronics,Laptop,Stormy,388,273.18566550415113,-114.81433449584887,6,Weather-Priority Restock,0.0
CRITICAL,80,"New York, NY",Appliances,Laptop,Stormy,471,323.5027197847643,-147.49728021523572,5,Weather-Priority Restock,0.0
CRITICAL,80,"New York, NY",Appliances,Fridge,Rainy,484,322.24324583784704,-161.75675416215296,7,Weather-Priority Restock,0.0
CRITICAL,80,"Chicago, IL",Appliances,Tablet,Stormy,358,286.1089326715603,-71.8910673284397,2,Weather-Priority Restock,0.0
CRITICAL,80,"New York, NY",Electronics,Laptop,Stormy,406,279.78406322663426,-126.21593677336574,6,Weather-Priority Restock,0.0
CRITICAL,80,"Chicago, IL",Electronics,Headphones,Rainy,420,305.2732246836351,-114.72677531636492,7,Weather-Priority Restock,0.0
CRITICAL,80,"New York, NY",Appliances,Smartphone,Rainy,355,282.4432321289926,-72.55676787100742,2,Weather-Priority Restock,0.0
CRITICAL,80,"Los Angeles, CA",Appliances,Smartphone,Rainy,349,280.77428610233045,-68.22571389766955,6,Weather-Priority Restock,0.0
CRITICAL,80,"Chicago, IL",Appliances,TV,Rainy,301,299.9523775923108,-1.0476224076891754,5,Weather-Priority Restock,0.0
CRITICAL,80,"New York, NY",Electronics,TV,Stormy,290,251.32275906731203,-38.677240932687965,3,Weather-Priority Restock,0.0
CRITICAL,80,"Los Angeles, CA",Appliances,Fridge,Stormy,437,285.78990931899756,-151.21009068100244,9,Weather-Priority Restock,0.0
CRITICAL,80,"New York, NY",Appliances,Laptop,Rainy,423,274.017448395385,-148.98255160461503,6,Weather-Priority Restock,0.0
CRITICAL,80,"Miami, FL",Appliances,Tablet,Stormy,425,335.5617360206714,-89.43826397932861,8,Weather-Priority Restock,0.0
CRITICAL,80,"Dallas, TX",Electronics,Smartphone,Stormy,444,322.0574076588999,-121.94259234110012,10,Weather-Priority Restock,0.0
CRITICAL,80,"Miami, FL",Appliances,Tablet,Stormy,364,238.75832655661873,-125.24167344338127,5,Weather-Priority Restock,0.0
CRITICAL,80,"Los Angeles, CA",Appliances,Washing Machine,Stormy,436,259.91830590791864,-176.08169409208136,1,Weather-Priority Restock,0.0
CRITICAL,80,"New York, NY",Appliances,Washing Machine,Rainy,500,273.9074872282419,-226.0925127717581,10,Weather-Priority Restock,0.0
CRITICAL,80,"Dallas, TX",Electronics,Smartphone,Rainy,351,328.46351009925195,-22.53648990074805,2,Weather-Priority Restock,0.0
CRITICAL,80,"Chicago, IL",Appliances,Smartphone,Rainy,462,297.05457191277816,-164.94542808722184,10,Weather-Priority Restock,0.0
CRITICAL,80,"Los Angeles, CA",Electronics,Fridge,Rainy,350,262.67016663647496,-87.32983336352504,4,Weather-Priority Restock,0.0
CRITICAL,80,"Los Angeles, CA",Electronics,Camera,Rainy,379,306.44495050702955,-72.55504949297045,10,Weather-Priority Restock,0.0
CRITICAL,80,"Chicago, IL",Appliances,Fridge,Rainy,335,332.59960006229574,-2.4003999377042646,9,Weather-Priority Restock,0.0
CRITICAL,80,"New York, NY",Electronics,Fridge,Stormy,497,323.80271964700455,-173.19728035299545,3,Weather-Priority Restock,0.0
CRITICAL,80,"New York, NY",Appliances,TV,Stormy,348,297.94001538784784,-50.059984612152164,7,Weather-Priority Restock,0.0
CRITICAL,80,"Chicago, IL",Electronics,Smartphone,Stormy,437,341.2617978330712,-95.73820216692877,3,Weather-Priority Restock,0.0
CRITICAL,80,"Dallas, TX",Electronics,Smartphone,Rainy,470,274.84045577437877,-195.15954422562123,7,Weather-Priority Restock,0.0
CRITICAL,80,"New York, NY",Electronics,Headphones,Stormy,364,342.51431916003844,-21.48568083996156,4,Weather-Priority Restock,0.0
CRITICAL,80,"Dallas, TX",Appliances,Smartphone,Stormy,392,336.3921701787347,-55.607829821265284,6,Weather-Priority Restock,0.0
CRITICAL,80,"Miami, FL",Electronics,Camera,Stormy,474,296.1527775171543,-177.84722248284572,2,Weather-Priority Restock,0.0
CRITICAL,80,"Miami, FL",Electronics,Washing Machine,Rainy,480,323.3396693417905,-156.6603306582095,9,Weather-Priority Restock,0.0
CRITICAL,80,"Chicago, IL",Appliances,Fridge,Rainy,376,256.43713724127997,-119.56286275872003,5,Weather-Priority Restock,0.0
CRITICAL,80,"Chicago, IL",Electronics,Tablet,Rainy,488,281.7312566623934,-206.26874333760662,10,Weather-Priority Restock,0.0
CRITICAL,80,"Dallas, TX",Appliances,Tablet,Rainy,426,245.40850740923793,-180.59149259076207,10,Weather-Priority Restock,0.0
CRITICAL,80,"Miami, FL",Appliances,Washing Machine,Rainy,427,307.3180339794464,-119.6819660205536,6,Weather-Priority Restock,0.0
CRITICAL,80,"Chicago, IL",Electronics,Headphones,Rainy,382,289.3922041283369,-92.60779587166309,3,Weather-Priority Restock,0.0
CRITICAL,80,"New York, NY",Appliances,Fridge,Stormy,426,261.23973576653134,-164.76026423346866,6,Weather-Priority Restock,0.0
CRITICAL,80,"Dallas, TX",Electronics,Laptop,Stormy,351,257.6120450272151,-93.38795497278488,3,Weather-Priority Restock,0.0
CRITICAL,80,"Dallas, TX",Appliances,TV,Stormy,489,358.2389822853314,-130.76101771466858,4,Weather-Priority Restock,0.0
CRITICAL,80,"Chicago, IL",Appliances,Camera,Rainy,450,297.5360573811467,-152.4639426188533,2,Weather-Priority Restock,0.0
CRITICAL,80,"Chicago, IL",Electronics,Headphones,Rainy,370,319.70619284761233,-50.29380715238767,5,Weather-Priority Restock,0.0
CRITICAL,80,"Miami, FL",Electronics,TV,Stormy,457,267.60630432814423,-189.39369567185577,2,Weather-Priority Restock,0.0
CRITICAL,80,"Miami, FL",Appliances,Smartphone,Rainy,453,318.28440896670696,-134.71559103329304,9,Weather-Priority Restock,0.0
CRITICAL,80,"Los Angeles, CA",Electronics,Washing Machine,Rainy,369,333.7082197374976,-35.291780262502414,1,Weather-Priority Restock,0.0
CRITICAL,80,"Dallas, TX",Electronics,Laptop,Stormy,322,279.1000352929976,-42.899964707002425,5,Weather-Priority Restock,0.0
CRITICAL,80,"Miami, FL",Electronics,Laptop,Rainy,341,312.1451958720001,-28.8548041279999,5,Weather-Priority Restock,0.0
CRITICAL,80,"Dallas, TX",Appliances,TV,Rainy,485,277.7921363334827,-207.2078636665173,3,Weather-Priority Restock,0.0
CRITICAL,80,"Dallas, TX",Appliances,Headphones,Rainy,416,303.8128940409553,-112.18710595904469,6,Weather-Priority Restock,0.0
CRITICAL,80,"Dallas, TX",Electronics,Tablet,Stormy,476,284.7238033145179,-191.2761966854821,2,Weather-Priority Restock,0.0
CRITICAL,80,"Miami, FL",Electronics,Fridge,Stormy,350,325.2154509328294,-24.784549067170587,3,Weather-Priority Restock,0.0
CRITICAL,80,"Chicago, IL",Electronics,Smartphone,Stormy,317,309.5156643094997,-7.484335690500302,7,Weather-Priority Restock,0.0
CRITICAL,80,"Miami, FL",Electronics,Fridge,Stormy,388,294.9110427079447,-93.08895729205528,1,Weather-Priority Restock,0.0
CRITICAL,80,"Dallas, TX",Appliances,Washing Machine,Stormy,372,330.9531304399666,-41.04686956003337,7,Weather-Priority Restock,0.0
CRITICAL,80,"Miami, FL",Appliances,Camera,Stormy,440,332.77008843145086,-107.22991156854914,1,Weather-Priority Restock,0.0
CRITICAL,80,"Los Angeles, CA",Appliances,Smartphone,Stormy,463,279.74372558961653,-183.25627441038347,5,Weather-Priority Restock,0.0
CRITICAL,80,"Miami, FL",Appliances,Tablet,Rainy,464,285.93725359964856,-178.06274640035144,5,Weather-Priority Restock,0.0
CRITICAL,80,"Chicago, IL",Appliances,Camera,Rainy,354,346.8850241818231,-7.114975818176902,2,Weather-Priority Restock,0.0
CRITICAL,80,"Los Angeles, CA",Appliances,Washing Machine,Rainy,424,343.1812456719979,-80.81875432800211,7,Weather-Priority Restock,0.0
CRITICAL,80,"Los Angeles, CA",Appliances,TV,Rainy,395,328.31399593924914,-66.68600406075086,10,Weather-Priority Restock,0.0
CRITICAL,80,"New York, NY",Appliances,TV,Rainy,265,254.02418132199844,-10.97581867800156,4,Weather-Priority Restock,0.0
CRITICAL,80,"New York, NY",Electronics,TV,Stormy,300,249.80705090778443,-50.19294909221557,5,Weather-Priority Restock,0.0
CRITICAL,80,"Los Angeles, CA",Electronics,Smartphone,Rainy,346,313.2707029895671,-32.7292970104329,9,Weather-Priority Restock,0.0
CRITICAL,80,"New York, NY",Appliances,Camera,Rainy,300,292.5336626861697,-7.466337313830309,5,Weather-Priority Restock,0.0
CRITICAL,80,"Los Angeles, CA",Electronics,TV,Stormy,405,284.7426186084018,-120.25738139159819,6,Weather-Priority Restock,0.0
CRITICAL,80,"New York, NY",Appliances,Laptop,Rainy,406,273.78388175397305,-132.21611824602695,4,Weather-Priority Restock,0.0
CRITICAL,80,"Los Angeles, CA",Electronics,TV,Rainy,369,330.9533993221204,-38.04660067787961,2,Weather-Priority Restock,0.0
CRITICAL,80,"Miami, FL",Electronics,Fridge,Rainy,363,267.6018294446767,-95.3981705553233,7,Weather-Priority Restock,0.0
CRITICAL,80,"Los Angeles, CA",Electronics,Tablet,Rainy,382,294.54606112108127,-87.45393887891873,5,Weather-Priority Restock,0.0
CRITICAL,80,"Miami, FL",Appliances,TV,Stormy,478,330.2288830498593,-147.7711169501407,1,Weather-Priority Restock,0.0
CRITICAL,80,"Dallas, TX",Electronics,Smartphone,Stormy,401,318.4843421809168,-82.51565781908317,10,Weather-Priority Restock,0.0
