transaction_id,transaction_date,store_location,category,product_name,actual_demand,forecasted_demand,demand_gap,inventory_level,reorder_point,weather_conditions,is_demand_shock,stockout_indicator,revenue_at_risk
3901,2024-04-04 21:59:00,"Chicago, IL",Appliances,Tablet,159,468,-309,69,105,Sunny,False,True,145548.0
2095,2024-06-06 10:44:00,"Miami, FL",Electronics,Tablet,448,322,126,355,95,Cloudy,False,True,145518.03
552,2024-04-29 14:09:00,"Miami, FL",Electronics,Washing Machine,336,129,207,216,50,Rainy,False,True,144843.6
4084,2024-04-01 08:15:00,"Dallas, TX",Electronics,TV,362,312,50,254,88,Stormy,False,True,144570.96
4968,2024-09-15 03:42:00,"New York, NY",Appliances,TV,458,119,339,338,85,Sunny,False,True,144496.80000000002
3397,2024-06-30 12:14:00,"Chicago, IL",Electronics,Fridge,455,315,140,134,65,Sunny,False,True,143868.99
688,2024-09-04 11:19:00,"Chicago, IL",Electronics,Smartphone,457,408,49,298,140,Cloudy,False,True,143724.87
4525,2024-03-16 01:40:00,"New York, NY",Appliances,Laptop,495,463,32,17,76,Cloudy,False,True,143600.76
2798,2024-06-26 19:17:00,"Chicago, IL",Electronics,Laptop,456,292,164,372,85,Sunny,False,True,143567.76
1921,2024-06-16 16:55:00,"Los Angeles, CA",Appliances,TV,129,414,-285,37,126,Cloudy,False,True,143485.96000000002
4805,2024-05-31 01:50:00,"Miami, FL",Electronics,Laptop,405,168,237,252,87,Sunny,False,True,143403.84
3408,2024-05-21 08:37:00,"New York, NY",Electronics,Laptop,249,285,-36,2,149,Rainy,False,True,143348.92
4208,2024-05-04 12:15:00,"Dallas, TX",Electronics,Washing Machine,219,437,-218,47,147,Stormy,False,True,142469.31999999998
2084,2024-09-04 01:44:00,"Dallas, TX",Appliances,Camera,450,353,97,182,99,Sunny,False,True,142436.64
1322,2024-04-17 05:42:00,"Los Angeles, CA",Electronics,Smartphone,273,110,163,148,90,Rainy,False,True,141688.75
1120,2024-05-13 14:05:00,"Chicago, IL",Electronics,Tablet,281,277,4,82,110,Sunny,False,True,141403.43000000002
2188,2024-03-19 05:00:00,"New York, NY",Electronics,Laptop,115,368,-253,24,142,Sunny,False,True,141127.35
1844,2024-01-26 10:35:00,"Miami, FL",Electronics,Laptop,277,340,-63,203,142,Cloudy,False,True,140811.63999999998
739,2024-05-29 03:38:00,"Los Angeles, CA",Electronics,Camera,417,287,130,332,85,Stormy,False,True,140437.85
3071,2024-08-21 11:01:00,"Los Angeles, CA",Electronics,Tablet,424,469,-45,190,102,Rainy,False,True,139812.66
967,2024-06-12 10:53:00,"Miami, FL",Appliances,Fridge,269,340,-71,186,110,Sunny,False,True,139756.22999999998
2633,2024-04-18 01:07:00,"Chicago, IL",Electronics,Tablet,407,299,108,319,105,Stormy,False,True,139700.88
4009,2024-01-25 09:17:00,"Dallas, TX",Electronics,Fridge,139,432,-293,7,96,Sunny,False,True,139116.12000000002
1343,2024-05-17 21:58:00,"Miami, FL",Electronics,Fridge,422,270,152,350,115,Stormy,False,True,138943.44
863,2024-02-23 05:51:00,"Los Angeles, CA",Appliances,Tablet,220,436,-216,43,136,Cloudy,False,True,138934.38
2152,2024-02-09 04:07:00,"Dallas, TX",Appliances,Fridge,482,104,378,383,71,Sunny,False,True,138790.08000000002
2252,2024-01-21 13:40:00,"Los Angeles, CA",Electronics,Laptop,284,376,-92,54,141,Cloudy,False,True,138733.7
1781,2024-04-11 05:51:00,"New York, NY",Electronics,Camera,394,213,181,299,126,Sunny,False,True,138215.5
3488,2024-02-26 14:26:00,"Los Angeles, CA",Electronics,Camera,450,275,175,372,92,Cloudy,False,True,138195.72
2574,2024-05-16 09:27:00,"New York, NY",Appliances,Fridge,137,399,-262,34,52,Rainy,False,True,137981.89
1914,2024-04-27 11:28:00,"Miami, FL",Electronics,Tablet,184,470,-286,73,63,Rainy,False,True,137793.18000000002
2915,2024-08-20 09:54:00,"New York, NY",Appliances,Headphones,240,354,-114,69,85,Rainy,False,True,137506.23
1293,2024-07-21 01:22:00,"New York, NY",Electronics,Tablet,400,450,-50,84,144,Sunny,False,True,137488.44
2076,2024-06-08 14:19:00,"Chicago, IL",Appliances,Camera,431,483,-52,255,60,Rainy,False,True,137473.6
3153,2024-03-23 22:54:00,"Chicago, IL",Electronics,TV,469,210,259,185,105,Stormy,False,True,137035.68
3188,2024-07-23 00:48:00,"Chicago, IL",Electronics,Laptop,259,423,-164,57,109,Sunny,False,True,136998.42
1352,2024-04-06 20:46:00,"Los Angeles, CA",Appliances,Fridge,484,266,218,124,130,Stormy,False,True,136861.2
2136,2024-02-27 03:56:00,"New York, NY",Appliances,TV,403,427,-24,310,106,Rainy,False,True,135595.86
1982,2024-07-09 21:32:00,"New York, NY",Electronics,Fridge,475,383,92,319,123,Sunny,False,True,135353.4
924,2024-01-20 17:45:00,"Chicago, IL",Appliances,Headphones,510,206,304,369,69,Sunny,False,True,135330.38999999998
4327,2024-07-01 10:33:00,"Dallas, TX",Appliances,Laptop,423,434,-11,352,148,Sunny,False,True,135002.95
2724,2024-02-10 09:05:00,"New York, NY",Electronics,Camera,236,351,-115,159,109,Cloudy,False,True,134403.5
641,2024-06-15 17:36:00,"New York, NY",Appliances,Camera,373,294,79,111,107,Rainy,False,True,133735.28
1205,2024-04-12 06:19:00,"Chicago, IL",Electronics,Tablet,379,427,-48,141,142,Sunny,False,True,133617.96
4176,2024-01-21 02:04:00,"Chicago, IL",Appliances,Camera,126,475,-349,25,97,Sunny,False,True,133501.8
4466,2024-03-16 13:12:00,"Miami, FL",Electronics,Laptop,427,257,170,342,70,Rainy,False,True,133384.55
1156,2024-07-17 18:27:00,"New York, NY",Appliances,Smartphone,255,264,-9,161,60,Sunny,False,True,132026.76
3590,2024-07-06 03:30:00,"Chicago, IL",Appliances,Laptop,452,278,174,313,129,Stormy,False,True,131899.88
4355,2024-09-13 07:41:00,"New York, NY",Electronics,Fridge,468,398,70,240,133,Rainy,False,True,131603.88
3562,2024-07-09 21:57:00,"Dallas, TX",Appliances,Laptop,342,263,79,189,60,Sunny,False,True,131451.47999999998
3767,2024-06-02 18:34:00,"Chicago, IL",Appliances,Smartphone,464,118,346,337,65,Stormy,False,True,131301.49
644,2024-03-24 01:05:00,"Dallas, TX",Appliances,Fridge,238,378,-140,157,106,Stormy,False,True,131261.31
1389,2024-06-16 09:19:00,"New York, NY",Electronics,Laptop,429,309,120,360,138,Cloudy,False,True,131223.51
2478,2024-03-07 14:40:00,"Chicago, IL",Electronics,Tablet,251,307,-56,103,113,Stormy,False,True,131073.24
1725,2024-08-09 14:47:00,"Dallas, TX",Electronics,Headphones,271,317,-46,188,143,Rainy,False,True,130690.96999999999
313,2024-03-28 02:03:00,"New York, NY",Electronics,Tablet,318,201,117,23,145,Rainy,False,True,130564.04999999999
1642,2024-07-19 18:22:00,"Miami, FL",Electronics,Smartphone,403,366,37,323,140,Stormy,False,True,130427.2
2848,2024-04-30 18:05:00,"Dallas, TX",Appliances,Fridge,322,227,95,179,109,Rainy,False,True,130421.72
2062,2024-01-13 03:32:00,"Chicago, IL",Electronics,Headphones,351,344,7,217,132,Rainy,False,True,129516.36
1338,2024-08-24 11:16:00,"Miami, FL",Electronics,Fridge,503,405,98,340,66,Stormy,False,True,129112.3
2590,2024-07-16 18:27:00,"Miami, FL",Appliances,Tablet,259,316,-57,126,79,Cloudy,False,True,128803.85
2823,2024-02-10 18:15:00,"Chicago, IL",Appliances,TV,492,156,336,354,58,Rainy,False,True,128509.74
860,2024-06-17 12:47:00,"Miami, FL",Appliances,Laptop,268,468,-200,125,147,Rainy,False,True,128249.55
1618,2024-02-16 20:37:00,"Dallas, TX",Electronics,Fridge,271,439,-168,85,73,Stormy,False,True,128129.82
4324,2024-08-15 06:56:00,"Chicago, IL",Electronics,Washing Machine,174,420,-246,100,122,Rainy,False,True,127595.24
2561,2024-08-22 00:30:00,"Chicago, IL",Appliances,TV,178,255,-77,82,128,Sunny,False,True,127475.51999999999
2957,2024-01-19 01:55:00,"Miami, FL",Appliances,Washing Machine,211,344,-133,104,114,Sunny,False,True,127230.48999999999
3617,2024-04-22 09:51:00,"Miami, FL",Appliances,Camera,347,139,208,263,122,Rainy,False,True,127034.04
3920,2024-04-06 14:06:00,"Miami, FL",Electronics,Washing Machine,463,479,-16,316,102,Cloudy,False,True,126999.18000000001
4724,2024-07-24 07:07:00,"New York, NY",Electronics,Washing Machine,377,344,33,270,137,Cloudy,False,True,126973.69
1596,2024-03-11 08:47:00,"Chicago, IL",Electronics,Laptop,296,408,-112,162,108,Rainy,False,True,126853.78
1153,2024-05-08 03:49:00,"Chicago, IL",Appliances,Smartphone,352,398,-46,197,106,Cloudy,False,True,126731.1
2854,2024-05-28 06:38:00,"Los Angeles, CA",Electronics,Camera,223,201,22,150,96,Cloudy,False,True,126553.53
301,2024-05-25 13:49:00,"Miami, FL",Electronics,TV,189,182,7,4,121,Sunny,False,True,126338.34999999999
1379,2024-01-25 19:26:00,"Dallas, TX",Appliances,Tablet,312,113,199,224,90,Sunny,False,True,125821.51999999999
3865,2024-06-14 08:50:00,"Los Angeles, CA",Appliances,Headphones,407,292,115,148,130,Rainy,False,True,125806.66
2388,2024-05-29 00:42:00,"Miami, FL",Electronics,Camera,250,436,-186,148,107,Stormy,False,True,125713.98
2774,2024-02-10 21:09:00,"Miami, FL",Electronics,Washing Machine,461,395,66,99,62,Stormy,False,True,125574.18
2060,2024-07-09 01:29:00,"Los Angeles, CA",Appliances,Tablet,480,243,237,15,143,Stormy,False,True,125550.0
3741,2024-04-17 14:13:00,"New York, NY",Appliances,Smartphone,471,416,55,302,84,Rainy,False,True,125293.22
2612,2024-04-25 04:51:00,"New York, NY",Appliances,Laptop,333,339,-6,167,128,Rainy,False,True,125213.79999999999
2782,2024-04-20 22:13:00,"Dallas, TX",Appliances,Headphones,220,288,-68,141,56,Rainy,False,True,124945.61
1852,2024-08-03 14:20:00,"New York, NY",Appliances,Fridge,140,404,-264,21,121,Cloudy,False,True,124598.95
3372,2024-06-23 04:50:00,"Los Angeles, CA",Electronics,TV,339,157,182,58,81,Rainy,False,True,124499.86
2677,2024-03-05 21:31:00,"Los Angeles, CA",Appliances,Fridge,469,224,245,104,142,Rainy,False,True,124289.79999999999
2182,2024-07-26 11:00:00,"New York, NY",Appliances,Camera,384,405,-21,287,105,Cloudy,False,True,124184.25
4566,2024-01-04 08:08:00,"Dallas, TX",Electronics,TV,181,208,-27,6,116,Rainy,False,True,124136.25
3722,2024-05-29 11:24:00,"Dallas, TX",Electronics,Fridge,355,171,184,240,51,Sunny,False,True,123874.55
1766,2024-01-29 14:38:00,"Dallas, TX",Electronics,Smartphone,247,293,-46,157,71,Sunny,False,True,123796.8
1046,2024-08-30 18:02:00,"Los Angeles, CA",Electronics,Laptop,323,141,182,128,73,Sunny,False,True,123045.0
328,2024-01-11 23:32:00,"Dallas, TX",Appliances,Tablet,393,228,165,216,135,Cloudy,False,True,122937.12
3579,2024-08-12 05:51:00,"Dallas, TX",Electronics,Fridge,201,473,-272,42,124,Rainy,False,True,122911.76999999999
3915,2024-06-30 04:25:00,"Dallas, TX",Electronics,Headphones,509,136,373,170,64,Stormy,False,True,122741.73
2424,2024-03-23 06:13:00,"Dallas, TX",Electronics,Tablet,205,330,-125,117,77,Stormy,False,True,122423.84000000001
2429,2024-05-07 01:19:00,"Dallas, TX",Electronics,Smartphone,286,454,-168,107,120,Cloudy,False,True,122344.71
2628,2024-06-06 15:04:00,"Dallas, TX",Electronics,TV,167,196,-29,85,120,Sunny,False,True,122154.58
2279,2024-03-08 13:56:00,"Miami, FL",Electronics,Washing Machine,380,129,251,54,82,Cloudy,False,True,122109.81999999999
1759,2024-01-23 04:04:00,"Los Angeles, CA",Electronics,Washing Machine,173,249,-76,97,95,Stormy,False,True,121938.2
8,2024-07-22 13:57:00,"Los Angeles, CA",Electronics,Tablet,264,165,99,125,92,Rainy,False,True,121647.23999999999
1005,2024-05-24 22:24:00,"Los Angeles, CA",Appliances,Tablet,226,294,-68,0,56,Cloudy,False,True,121409.46
3140,2024-02-26 15:54:00,"New York, NY",Electronics,Tablet,181,219,-38,32,114,Cloudy,False,True,121335.17000000001
3039,2024-05-03 07:39:00,"Chicago, IL",Appliances,Camera,250,407,-157,187,145,Rainy,False,True,121244.76
4840,2024-07-20 03:50:00,"New York, NY",Electronics,Headphones,246,166,80,165,123,Cloudy,False,True,121192.2
738,2024-09-13 05:15:00,"Los Angeles, CA",Appliances,Fridge,365,382,-17,37,101,Rainy,False,True,121087.76000000001
1327,2024-08-17 02:35:00,"Miami, FL",Electronics,Washing Machine,138,112,26,10,68,Rainy,False,True,121059.84
4477,2024-07-05 02:02:00,"New York, NY",Appliances,Washing Machine,399,374,25,75,63,Cloudy,False,True,120427.56
3870,2024-09-02 06:58:00,"New York, NY",Appliances,Fridge,341,413,-72,231,59,Rainy,False,True,119791.1
3316,2024-05-25 16:40:00,"Los Angeles, CA",Electronics,TV,464,440,24,369,65,Rainy,False,True,119612.59999999999
3738,2024-01-20 14:44:00,"Miami, FL",Electronics,Laptop,374,216,158,68,71,Cloudy,False,True,119563.38
1648,2024-03-15 18:07:00,"Miami, FL",Appliances,Smartphone,509,162,347,376,134,Sunny,False,True,119488.53
795,2024-06-05 12:01:00,"Miami, FL",Appliances,Washing Machine,371,465,-94,298,68,Rainy,False,True,119005.33
2827,2024-07-23 21:08:00,"Los Angeles, CA",Appliances,Washing Machine,426,208,218,61,64,Cloudy,False,True,118789.25
2802,2024-09-15 11:34:00,"Chicago, IL",Appliances,Laptop,342,483,-141,247,81,Stormy,False,True,118685.4
2218,2024-09-03 18:21:00,"Los Angeles, CA",Electronics,Headphones,311,366,-55,115,98,Stormy,False,True,118540.79999999999
4775,2024-05-09 00:35:00,"Chicago, IL",Electronics,Washing Machine,301,413,-112,224,146,Rainy,False,True,118009.43
589,2024-02-15 23:20:00,"Los Angeles, CA",Electronics,Fridge,254,497,-243,185,96,Rainy,False,True,117780.24
1278,2024-01-08 13:39:00,"Dallas, TX",Electronics,TV,204,235,-31,126,90,Sunny,False,True,117669.23999999999
3551,2024-04-27 06:25:00,"New York, NY",Electronics,Fridge,391,498,-107,301,124,Cloudy,False,True,117294.3
4847,2024-03-13 06:33:00,"Dallas, TX",Appliances,Washing Machine,244,382,-138,155,123,Sunny,False,True,117249.49
308,2024-04-29 18:12:00,"Chicago, IL",Appliances,Camera,355,203,152,249,88,Sunny,False,True,117243.42
396,2024-05-05 22:23:00,"New York, NY",Electronics,Headphones,495,452,43,364,79,Stormy,False,True,117225.35
1957,2024-05-10 18:23:00,"Chicago, IL",Electronics,TV,284,105,179,22,55,Sunny,False,True,117087.79999999999
350,2024-02-18 22:23:00,"Dallas, TX",Electronics,Camera,394,420,-26,247,95,Rainy,False,True,117026.7
2658,2024-09-15 03:43:00,"Dallas, TX",Appliances,Fridge,262,439,-177,178,123,Rainy,False,True,116676.0
2074,2024-05-26 16:24:00,"Miami, FL",Appliances,Washing Machine,457,330,127,397,82,Sunny,False,True,116448.59999999999
2934,2024-02-22 22:45:00,"Dallas, TX",Appliances,Smartphone,318,426,-108,34,123,Sunny,False,True,116204.28
1563,2024-08-25 17:28:00,"New York, NY",Electronics,Smartphone,210,261,-51,26,135,Sunny,False,True,116135.28
1545,2024-04-11 17:48:00,"Chicago, IL",Electronics,Washing Machine,475,355,120,376,112,Stormy,False,True,116090.37000000001
4288,2024-07-18 13:52:00,"Miami, FL",Appliances,Headphones,223,471,-248,60,128,Stormy,False,True,115917.45
838,2024-08-25 18:15:00,"New York, NY",Electronics,Laptop,337,178,159,258,140,Stormy,False,True,115667.06000000001
2065,2024-05-13 14:01:00,"Chicago, IL",Electronics,Camera,146,371,-225,48,126,Sunny,False,True,115574.34
4397,2024-03-20 02:34:00,"Dallas, TX",Electronics,Washing Machine,495,418,77,356,60,Stormy,False,True,115490.93000000001
3024,2024-03-27 19:53:00,"Chicago, IL",Appliances,Headphones,277,243,34,171,91,Cloudy,False,True,115236.84000000001
1191,2024-04-19 14:37:00,"Miami, FL",Electronics,Laptop,212,151,61,144,64,Sunny,False,True,115108.36
4410,2024-02-02 03:03:00,"Chicago, IL",Electronics,Smartphone,167,490,-323,10,108,Sunny,False,True,114787.41
3145,2024-05-19 13:20:00,"Los Angeles, CA",Electronics,Fridge,477,235,242,389,105,Cloudy,False,True,114738.79999999999
85,2024-06-24 17:20:00,"Chicago, IL",Electronics,Laptop,476,290,186,106,58,Cloudy,False,True,114725.9
4977,2024-03-29 14:06:00,"Chicago, IL",Appliances,Camera,381,189,192,312,97,Sunny,False,True,114637.29000000001
2477,2024-07-11 19:12:00,"Chicago, IL",Electronics,Fridge,426,125,301,250,121,Sunny,False,True,114632.32
422,2024-08-17 02:30:00,"Chicago, IL",Appliances,TV,435,373,62,266,94,Cloudy,False,True,114521.16
2892,2024-03-08 08:20:00,"Chicago, IL",Appliances,Camera,215,374,-159,151,50,Sunny,False,True,114105.6
742,2024-07-03 04:44:00,"Los Angeles, CA",Electronics,TV,357,320,37,212,70,Rainy,False,True,113539.34999999999
3101,2024-06-20 17:38:00,"Chicago, IL",Appliances,Tablet,279,128,151,148,126,Cloudy,False,True,113202.34
2734,2024-03-29 08:12:00,"Los Angeles, CA",Electronics,Headphones,334,482,-148,210,80,Stormy,False,True,113094.2
4808,2024-04-22 00:55:00,"New York, NY",Appliances,Tablet,402,200,202,342,126,Sunny,False,True,112897.8
1401,2024-02-25 14:09:00,"New York, NY",Electronics,Tablet,188,242,-54,116,80,Stormy,False,True,112872.96
3292,2024-08-21 10:55:00,"Miami, FL",Electronics,Camera,325,151,174,6,72,Rainy,False,True,112555.95999999999
3160,2024-06-14 14:49:00,"Dallas, TX",Electronics,Camera,331,120,211,266,142,Cloudy,False,True,112379.8
663,2024-02-21 00:02:00,"Chicago, IL",Appliances,Laptop,345,219,126,174,87,Stormy,False,True,112312.79999999999
3597,2024-01-07 15:31:00,"Los Angeles, CA",Electronics,Smartphone,275,456,-181,173,80,Stormy,False,True,112144.92
3740,2024-03-01 09:19:00,"New York, NY",Electronics,TV,314,483,-169,108,136,Rainy,False,True,112080.48000000001
4066,2024-06-06 01:01:00,"Chicago, IL",Appliances,Laptop,186,258,-72,111,91,Sunny,False,True,111304.5
306,2024-03-27 00:02:00,"New York, NY",Appliances,Tablet,378,301,77,240,67,Cloudy,False,True,110993.4
3096,2024-08-20 15:20:00,"New York, NY",Appliances,Fridge,382,271,111,272,123,Rainy,False,True,110676.5
2392,2024-05-27 20:14:00,"New York, NY",Electronics,Washing Machine,110,208,-98,26,84,Cloudy,False,True,110283.6
1253,2024-06-04 10:04:00,"New York, NY",Appliances,Fridge,130,181,-51,7,109,Cloudy,False,True,110283.03
699,2024-03-19 18:09:00,"Los Angeles, CA",Appliances,Laptop,280,407,-127,102,114,Stormy,False,True,110226.5
1188,2024-05-14 07:42:00,"New York, NY",Appliances,Smartphone,251,324,-73,158,117,Cloudy,False,True,109498.20000000001
2701,2024-04-25 16:54:00,"New York, NY",Electronics,Washing Machine,198,331,-133,138,101,Sunny,False,True,108519.6
72,2024-03-18 04:25:00,"Miami, FL",Electronics,Smartphone,404,488,-84,175,108,Rainy,False,True,108358.22
1573,2024-05-12 19:08:00,"New York, NY",Electronics,Headphones,219,324,-105,103,70,Cloudy,False,True,108121.28
2069,2024-02-02 03:25:00,"Miami, FL",Electronics,Washing Machine,245,441,-196,119,81,Sunny,False,True,107976.96
3862,2024-07-29 17:26:00,"Dallas, TX",Electronics,Camera,492,419,73,242,131,Rainy,False,True,107942.5
745,2024-09-07 03:14:00,"Dallas, TX",Electronics,Laptop,263,239,24,167,67,Rainy,False,True,107758.08
1919,2024-03-13 03:56:00,"New York, NY",Appliances,Washing Machine,219,138,81,162,78,Stormy,False,True,107747.09999999999
2117,2024-01-15 15:13:00,"Dallas, TX",Electronics,Camera,247,271,-24,24,87,Cloudy,False,True,107677.78
4794,2024-05-18 08:49:00,"Chicago, IL",Electronics,Smartphone,393,413,-20,317,103,Stormy,False,True,107674.52
2776,2024-07-04 10:04:00,"Los Angeles, CA",Electronics,Smartphone,297,244,53,210,90,Stormy,False,True,107464.14
4666,2024-02-14 21:02:00,"Chicago, IL",Appliances,Laptop,332,104,228,4,75,Sunny,False,True,107351.12000000001
1215,2024-01-18 06:16:00,"Dallas, TX",Electronics,TV,380,197,183,254,103,Sunny,False,True,107037.0
3228,2024-05-23 05:08:00,"Chicago, IL",Appliances,Washing Machine,154,175,-21,54,103,Sunny,False,True,106657.0
4055,2024-04-11 07:05:00,"New York, NY",Electronics,TV,132,457,-325,58,122,Sunny,False,True,106340.22
3866,2024-01-29 02:34:00,"Miami, FL",Electronics,Camera,463,328,135,210,143,Rainy,False,True,106292.89
728,2024-08-26 19:37:00,"New York, NY",Electronics,Tablet,247,145,102,117,63,Rainy,False,True,106252.90000000001
4165,2024-02-09 02:35:00,"Los Angeles, CA",Electronics,Laptop,485,335,150,393,86,Rainy,False,True,106090.72
2587,2024-05-02 18:38:00,"New York, NY",Electronics,Fridge,171,321,-150,92,148,Cloudy,False,True,106084.36
3093,2024-05-04 12:37:00,"Chicago, IL",Appliances,TV,177,329,-152,18,78,Sunny,False,True,105839.93999999999
1042,2024-03-18 10:39:00,"Dallas, TX",Electronics,Washing Machine,451,103,348,227,136,Stormy,False,True,105801.92
1037,2024-04-06 17:06:00,"New York, NY",Appliances,Camera,170,464,-294,83,89,Rainy,False,True,105750.24
187,2024-08-21 11:45:00,"Los Angeles, CA",Electronics,Laptop,447,436,11,356,133,Rainy,False,True,105549.99
683,2024-04-09 15:46:00,"Miami, FL",Electronics,Smartphone,502,443,59,438,146,Cloudy,False,True,105427.84
4418,2024-05-09 02:10:00,"Miami, FL",Electronics,Camera,400,204,196,274,129,Stormy,False,True,105174.72
3336,2024-03-07 04:14:00,"New York, NY",Electronics,Headphones,203,338,-135,19,50,Cloudy,False,True,105060.32
2859,2024-08-04 20:49:00,"Miami, FL",Appliances,Washing Machine,474,148,326,209,50,Rainy,False,True,105014.2
3501,2024-01-11 05:26:00,"Miami, FL",Electronics,Smartphone,415,449,-34,342,150,Stormy,False,True,104993.70999999999
4451,2024-08-26 05:38:00,"Dallas, TX",Electronics,TV,410,419,-9,285,112,Rainy,False,True,104190.0
326,2024-06-21 11:56:00,"Dallas, TX",Electronics,Fridge,485,445,40,385,87,Stormy,False,True,103781.0
2744,2024-02-09 19:56:00,"Miami, FL",Electronics,Fridge,225,319,-94,169,117,Rainy,False,True,103586.0
2999,2024-04-16 11:14:00,"Miami, FL",Electronics,Washing Machine,440,271,169,222,121,Sunny,False,True,103323.28
2037,2024-01-26 21:47:00,"Los Angeles, CA",Appliances,Headphones,151,428,-277,39,83,Stormy,False,True,103307.68
2018,2024-03-31 22:28:00,"New York, NY",Electronics,TV,219,465,-246,90,146,Cloudy,False,True,103287.71999999999
684,2024-02-05 00:43:00,"Chicago, IL",Electronics,Washing Machine,488,211,277,422,101,Stormy,False,True,103228.62
903,2024-03-23 05:53:00,"Los Angeles, CA",Appliances,Headphones,452,251,201,134,86,Rainy,False,True,103136.93999999999
705,2024-02-10 04:14:00,"Chicago, IL",Appliances,Headphones,236,399,-163,32,59,Stormy,False,True,102450.84
2464,2024-02-10 20:19:00,"Los Angeles, CA",Electronics,Smartphone,221,375,-154,130,66,Stormy,False,True,102402.3
1457,2024-07-02 16:54:00,"New York, NY",Appliances,Washing Machine,393,469,-76,244,54,Rainy,False,True,102385.34999999999
3460,2024-03-27 11:57:00,"Chicago, IL",Electronics,Tablet,234,268,-34,51,76,Stormy,False,True,102183.54
30,2024-02-06 06:57:00,"New York, NY",Electronics,Laptop,306,297,9,220,85,Stormy,False,True,102156.81999999999
3688,2024-08-27 00:30:00,"Los Angeles, CA",Electronics,Fridge,285,382,-97,131,113,Sunny,False,True,102102.0
4388,2024-06-08 03:25:00,"Los Angeles, CA",Electronics,Fridge,364,334,30,244,59,Rainy,False,True,102067.2
1210,2024-07-05 22:18:00,"Dallas, TX",Electronics,Camera,390,456,-66,271,139,Sunny,False,True,101928.26
2028,2024-05-16 07:17:00,"Miami, FL",Electronics,Fridge,207,235,-28,99,107,Rainy,False,True,101872.08
4195,2024-05-19 04:38:00,"Dallas, TX",Appliances,Washing Machine,430,275,155,372,73,Stormy,False,True,101777.24
3994,2024-07-08 07:55:00,"Chicago, IL",Electronics,Headphones,384,393,-9,298,95,Stormy,False,True,101494.62000000001
1110,2024-03-07 01:39:00,"Dallas, TX",Appliances,Headphones,476,480,-4,386,79,Stormy,False,True,101278.79999999999
2636,2024-03-01 19:06:00,"Miami, FL",Electronics,Washing Machine,346,259,87,273,94,Rainy,False,True,101248.81
4145,2024-02-24 13:20:00,"New York, NY",Appliances,Washing Machine,369,497,-128,309,103,Rainy,False,True,101166.59999999999
4184,2024-08-13 22:27:00,"Miami, FL",Appliances,Washing Machine,498,133,365,433,142,Rainy,False,True,101138.05
2567,2024-04-06 19:36:00,"Chicago, IL",Electronics,Laptop,434,152,282,338,115,Cloudy,False,True,101041.92
1098,2024-07-05 03:15:00,"New York, NY",Appliances,Tablet,391,161,230,217,53,Rainy,False,True,100580.7
1814,2024-04-11 00:50:00,"Miami, FL",Appliances,Tablet,357,476,-119,268,78,Cloudy,False,True,100552.2
3945,2024-07-05 03:12:00,"Los Angeles, CA",Electronics,Headphones,371,302,69,318,101,Cloudy,False,True,100541.53
284,2024-07-05 18:18:00,"Chicago, IL",Appliances,Camera,214,461,-247,155,129,Stormy,False,True,100491.75
1649,2024-04-07 00:38:00,"Los Angeles, CA",Appliances,Tablet,374,240,134,128,92,Stormy,False,True,100478.7
1431,2024-04-06 17:16:00,"Miami, FL",Appliances,Camera,457,190,267,56,63,Cloudy,False,True,100282.08
750,2024-01-01 19:18:00,"Dallas, TX",Electronics,TV,129,141,-12,5,78,Stormy,False,True,100275.08
1367,2024-08-05 14:30:00,"Los Angeles, CA",Appliances,TV,174,226,-52,113,86,Cloudy,False,True,99892.98999999999
4751,2024-02-20 22:57:00,"Los Angeles, CA",Electronics,Camera,217,287,-70,134,132,Stormy,False,True,99737.78000000001
2930,2024-03-12 23:59:00,"Dallas, TX",Electronics,Fridge,297,450,-153,202,81,Cloudy,False,True,99279.75
355,2024-08-02 10:07:00,"Chicago, IL",Electronics,Fridge,480,352,128,325,52,Rainy,False,True,99192.25
1829,2024-09-04 08:54:00,"New York, NY",Appliances,Fridge,336,139,197,266,106,Sunny,False,True,99094.8
3786,2024-08-23 10:56:00,"Los Angeles, CA",Electronics,Smartphone,191,104,87,97,123,Sunny,False,True,98937.81999999999
4772,2024-08-11 12:18:00,"Los Angeles, CA",Appliances,Headphones,443,298,145,247,91,Cloudy,False,True,98921.2
515,2024-09-06 22:24:00,"Dallas, TX",Appliances,TV,384,272,112,269,121,Cloudy,False,True,98660.79999999999
2991,2024-08-31 22:00:00,"Los Angeles, CA",Electronics,Tablet,448,187,261,344,116,Stormy,False,True,98237.36
49,2024-06-21 16:04:00,"Dallas, TX",Electronics,Smartphone,418,177,241,350,141,Cloudy,False,True,98007.72
2463,2024-06-02 21:43:00,"Los Angeles, CA",Electronics,Smartphone,184,413,-229,43,110,Sunny,False,True,97690.44
4934,2024-03-08 01:24:00,"Los Angeles, CA",Appliances,Washing Machine,241,376,-135,112,107,Cloudy,False,True,97538.19
1807,2024-04-15 01:34:00,"Chicago, IL",Electronics,Tablet,230,221,9,107,133,Cloudy,False,True,97290.54000000001
4096,2024-05-11 20:28:00,"Dallas, TX",Appliances,Headphones,456,128,328,393,135,Cloudy,False,True,97000.47
4834,2024-04-25 11:51:00,"Chicago, IL",Electronics,Smartphone,411,399,12,194,56,Rainy,False,True,96840.59
