id,location,region,category,product,weather,inventory,reorder_point,actual_demand,forecast_demand,supply_gap,lead_time,is_stockout,is_critical,is_shock,recommendation,priority,score,ai_insight,financial_impact,revenue_at_risk
4446,"Dallas, TX",Inland,Electronics,Tablet,Sunny,223,127,335,330,112,8,True,False,False,URGENT AIR FREIGHT,HIGH,70,Lead Time Gap,176081.92,176081.92
3574,"New York, NY",Coastal,Appliances,Headphones,Sunny,71,65,405,488,334,8,True,False,False,URGENT AIR FREIGHT,HIGH,70,Long Lead Time + Coastal Risk,176011.32,176011.32
2876,"Dallas, TX",Inland,Appliances,Fridge,Rainy,361,62,494,137,133,9,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Lead Time Gap | Weather: Rainy,174857.76,174857.76
4669,"Chicago, IL",Inland,Electronics,Headphones,Stormy,324,50,506,110,182,10,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Lead Time Gap | Weather: Stormy,173194.84,173194.84
153,"Dallas, TX",Inland,Appliances,Washing Machine,Sunny,407,101,504,309,97,9,True,False,False,URGENT AIR FREIGHT,HIGH,70,Lead Time Gap,172569.79,172569.79
1704,"Chicago, IL",Inland,Electronics,Washing Machine,Rainy,356,133,481,325,125,10,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Lead Time Gap | Weather: Rainy,171272.5,171272.5
218,"New York, NY",Coastal,Electronics,Headphones,Sunny,317,52,401,384,84,10,True,False,False,URGENT AIR FREIGHT,HIGH,70,Long Lead Time + Coastal Risk,167550.6,167550.6
1075,"New York, NY",Coastal,Electronics,Washing Machine,Cloudy,208,50,407,499,199,9,True,False,False,URGENT AIR FREIGHT,HIGH,70,Long Lead Time + Coastal Risk,166831.65,166831.65
2781,"Los Angeles, CA",Coastal,Electronics,TV,Sunny,164,115,311,134,147,10,True,False,False,URGENT AIR FREIGHT,HIGH,70,Long Lead Time + Coastal Risk,165861.56999999998,165861.56999999998
2027,"Chicago, IL",Inland,Appliances,Fridge,Rainy,292,140,460,326,168,7,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Rainy,164767.68,164767.68
3650,"Chicago, IL",Inland,Appliances,Smartphone,Cloudy,48,55,160,111,112,8,True,False,False,URGENT AIR FREIGHT,HIGH,70,Lead Time Gap,164152.80000000002,164152.80000000002
4219,"Dallas, TX",Inland,Electronics,TV,Sunny,152,130,243,398,91,9,True,False,False,URGENT AIR FREIGHT,HIGH,70,Lead Time Gap,162575.13999999998,162575.13999999998
2013,"Miami, FL",Coastal,Electronics,Laptop,Sunny,38,51,162,161,124,8,True,False,False,URGENT AIR FREIGHT,HIGH,70,Long Lead Time + Coastal Risk,160482.04,160482.04
3233,"Dallas, TX",Inland,Electronics,Tablet,Stormy,85,119,266,391,181,1,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Stormy,160342.47,160342.47
1616,"Dallas, TX",Inland,Appliances,Fridge,Rainy,103,112,193,353,90,4,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Rainy,157730.4,157730.4
1384,"Chicago, IL",Inland,Appliances,Tablet,Stormy,231,91,317,240,86,8,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Lead Time Gap | Weather: Stormy,157729.16,157729.16
2266,"Chicago, IL",Inland,Electronics,Camera,Cloudy,53,88,396,469,343,9,True,False,False,URGENT AIR FREIGHT,HIGH,70,Lead Time Gap,156047.85,156047.85
86,"Dallas, TX",Inland,Electronics,TV,Rainy,128,149,429,195,301,4,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Rainy,155960.13999999998,155960.13999999998
4391,"Miami, FL",Coastal,Electronics,Smartphone,Sunny,336,89,452,468,116,8,True,False,False,URGENT AIR FREIGHT,HIGH,70,Long Lead Time + Coastal Risk,154006.24000000002,154006.24000000002
569,"Dallas, TX",Inland,Appliances,Fridge,Stormy,249,68,355,347,106,4,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Stormy,152512.8,152512.8
4511,"Chicago, IL",Inland,Electronics,Camera,Stormy,80,71,256,475,176,9,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Lead Time Gap | Weather: Stormy,151256.16,151256.16
1224,"Chicago, IL",Inland,Electronics,Washing Machine,Cloudy,179,110,365,295,186,10,True,False,False,URGENT AIR FREIGHT,HIGH,70,Lead Time Gap,150619.08,150619.08
1124,"Dallas, TX",Inland,Appliances,Smartphone,Rainy,69,73,175,203,106,2,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Rainy,149543.74,149543.74
4738,"Chicago, IL",Inland,Electronics,Laptop,Stormy,335,50,494,325,159,9,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Lead Time Gap | Weather: Stormy,148062.39,148062.39
4236,"Chicago, IL",Inland,Appliances,Camera,Rainy,45,139,181,327,136,1,True,True,False,INCREASE SAFETY STOCK,HIGH,60,Critical Inventory Level | Weather: Rainy,147546.40000000002,147546.40000000002
2747,"Dallas, TX",Inland,Electronics,Laptop,Stormy,156,71,319,355,163,8,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Lead Time Gap | Weather: Stormy,146677.18,146677.18
716,"Chicago, IL",Inland,Electronics,Fridge,Stormy,248,51,389,315,141,3,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Stormy,146183.16,146183.16
3250,"Dallas, TX",Inland,Electronics,Smartphone,Stormy,128,80,223,469,95,3,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Stormy,145620.75,145620.75
3901,"Chicago, IL",Inland,Appliances,Tablet,Sunny,69,105,159,468,90,9,True,False,False,URGENT AIR FREIGHT,HIGH,70,Lead Time Gap,145548.0,145548.0
4084,"Dallas, TX",Inland,Electronics,TV,Stormy,254,88,362,312,108,10,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Lead Time Gap | Weather: Stormy,144570.96,144570.96
4208,"Dallas, TX",Inland,Electronics,Washing Machine,Stormy,47,147,219,437,172,5,True,True,False,INCREASE SAFETY STOCK,HIGH,60,Critical Inventory Level | Weather: Stormy,142469.31999999998,142469.31999999998
1844,"Miami, FL",Coastal,Electronics,Laptop,Cloudy,203,142,277,340,74,8,True,False,False,URGENT AIR FREIGHT,HIGH,70,Long Lead Time + Coastal Risk,140811.63999999998,140811.63999999998
967,"Miami, FL",Coastal,Appliances,Fridge,Sunny,186,110,269,340,83,9,True,False,False,URGENT AIR FREIGHT,HIGH,70,Long Lead Time + Coastal Risk,139756.22999999998,139756.22999999998
2633,"Chicago, IL",Inland,Electronics,Tablet,Stormy,319,105,407,299,88,2,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Stormy,139700.88,139700.88
2152,"Dallas, TX",Inland,Appliances,Fridge,Sunny,383,71,482,104,99,10,True,False,False,URGENT AIR FREIGHT,HIGH,70,Lead Time Gap,138790.08000000002,138790.08000000002
1781,"New York, NY",Coastal,Electronics,Camera,Sunny,299,126,394,213,95,10,True,False,False,URGENT AIR FREIGHT,HIGH,70,Long Lead Time + Coastal Risk,138215.5,138215.5
2076,"Chicago, IL",Inland,Appliances,Camera,Rainy,255,60,431,483,176,1,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Rainy,137473.6,137473.6
3153,"Chicago, IL",Inland,Electronics,TV,Stormy,185,105,469,210,284,1,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Stormy,137035.68,137035.68
1982,"New York, NY",Coastal,Electronics,Fridge,Sunny,319,123,475,383,156,10,True,False,False,URGENT AIR FREIGHT,HIGH,70,Long Lead Time + Coastal Risk,135353.4,135353.4
924,"Chicago, IL",Inland,Appliances,Headphones,Sunny,369,69,510,206,141,10,True,False,False,URGENT AIR FREIGHT,HIGH,70,Lead Time Gap,135330.38999999998,135330.38999999998
4327,"Dallas, TX",Inland,Appliances,Laptop,Sunny,352,148,423,434,71,10,True,False,False,URGENT AIR FREIGHT,HIGH,70,Lead Time Gap,135002.95,135002.95
3590,"Chicago, IL",Inland,Appliances,Laptop,Stormy,313,129,452,278,139,4,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Stormy,131899.88,131899.88
3562,"Dallas, TX",Inland,Appliances,Laptop,Sunny,189,60,342,263,153,9,True,False,False,URGENT AIR FREIGHT,HIGH,70,Lead Time Gap,131451.47999999998,131451.47999999998
3767,"Chicago, IL",Inland,Appliances,Smartphone,Stormy,337,65,464,118,127,3,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Stormy,131301.49,131301.49
644,"Dallas, TX",Inland,Appliances,Fridge,Stormy,157,106,238,378,81,6,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Stormy,131261.31,131261.31
2478,"Chicago, IL",Inland,Electronics,Tablet,Stormy,103,113,251,307,148,5,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Stormy,131073.24,131073.24
1725,"Dallas, TX",Inland,Electronics,Headphones,Rainy,188,143,271,317,83,8,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Lead Time Gap | Weather: Rainy,130690.96999999999,130690.96999999999
2848,"Dallas, TX",Inland,Appliances,Fridge,Rainy,179,109,322,227,143,10,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Lead Time Gap | Weather: Rainy,130421.72,130421.72
2062,"Chicago, IL",Inland,Electronics,Headphones,Rainy,217,132,351,344,134,10,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Lead Time Gap | Weather: Rainy,129516.36,129516.36
2823,"Chicago, IL",Inland,Appliances,TV,Rainy,354,58,492,156,138,5,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Rainy,128509.74,128509.74
1618,"Dallas, TX",Inland,Electronics,Fridge,Stormy,85,73,271,439,186,4,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Stormy,128129.82,128129.82
4324,"Chicago, IL",Inland,Electronics,Washing Machine,Rainy,100,122,174,420,74,4,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Rainy,127595.24,127595.24
2561,"Chicago, IL",Inland,Appliances,TV,Sunny,82,128,178,255,96,9,True,False,False,URGENT AIR FREIGHT,HIGH,70,Lead Time Gap,127475.51999999999,127475.51999999999
3920,"Miami, FL",Coastal,Electronics,Washing Machine,Cloudy,316,102,463,479,147,8,True,False,False,URGENT AIR FREIGHT,HIGH,70,Long Lead Time + Coastal Risk,126999.18000000001,126999.18000000001
1596,"Chicago, IL",Inland,Electronics,Laptop,Rainy,162,108,296,408,134,2,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Rainy,126853.78,126853.78
2854,"Los Angeles, CA",Coastal,Electronics,Camera,Cloudy,150,96,223,201,73,10,True,False,False,URGENT AIR FREIGHT,HIGH,70,Long Lead Time + Coastal Risk,126553.53,126553.53
2782,"Dallas, TX",Inland,Appliances,Headphones,Rainy,141,56,220,288,79,8,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Lead Time Gap | Weather: Rainy,124945.61,124945.61
328,"Dallas, TX",Inland,Appliances,Tablet,Cloudy,216,135,393,228,177,10,True,False,False,URGENT AIR FREIGHT,HIGH,70,Lead Time Gap,122937.12,122937.12
3579,"Dallas, TX",Inland,Electronics,Fridge,Rainy,42,124,201,473,159,5,True,True,False,INCREASE SAFETY STOCK,HIGH,60,Critical Inventory Level | Weather: Rainy,122911.76999999999,122911.76999999999
3915,"Dallas, TX",Inland,Electronics,Headphones,Stormy,170,64,509,136,339,5,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Stormy,122741.73,122741.73
2424,"Dallas, TX",Inland,Electronics,Tablet,Stormy,117,77,205,330,88,8,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Lead Time Gap | Weather: Stormy,122423.84000000001,122423.84000000001
2279,"Miami, FL",Coastal,Electronics,Washing Machine,Cloudy,54,82,380,129,326,10,True,False,False,URGENT AIR FREIGHT,HIGH,70,Long Lead Time + Coastal Risk,122109.81999999999,122109.81999999999
3039,"Chicago, IL",Inland,Appliances,Camera,Rainy,187,145,250,407,63,4,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Rainy,121244.76,121244.76
2802,"Chicago, IL",Inland,Appliances,Laptop,Stormy,247,81,342,483,95,8,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Lead Time Gap | Weather: Stormy,118685.4,118685.4
4775,"Chicago, IL",Inland,Electronics,Washing Machine,Rainy,224,146,301,413,77,1,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Rainy,118009.43,118009.43
3551,"New York, NY",Coastal,Electronics,Fridge,Cloudy,301,124,391,498,90,9,True,False,False,URGENT AIR FREIGHT,HIGH,70,Long Lead Time + Coastal Risk,117294.3,117294.3
308,"Chicago, IL",Inland,Appliances,Camera,Sunny,249,88,355,203,106,9,True,False,False,URGENT AIR FREIGHT,HIGH,70,Lead Time Gap,117243.42,117243.42
350,"Dallas, TX",Inland,Electronics,Camera,Rainy,247,95,394,420,147,1,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Rainy,117026.7,117026.7
2658,"Dallas, TX",Inland,Appliances,Fridge,Rainy,178,123,262,439,84,8,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Lead Time Gap | Weather: Rainy,116676.0,116676.0
1545,"Chicago, IL",Inland,Electronics,Washing Machine,Stormy,376,112,475,355,99,8,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Lead Time Gap | Weather: Stormy,116090.37000000001,116090.37000000001
4397,"Dallas, TX",Inland,Electronics,Washing Machine,Stormy,356,60,495,418,139,4,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Stormy,115490.93000000001,115490.93000000001
3145,"Los Angeles, CA",Coastal,Electronics,Fridge,Cloudy,389,105,477,235,88,9,True,False,False,URGENT AIR FREIGHT,HIGH,70,Long Lead Time + Coastal Risk,114738.79999999999,114738.79999999999
422,"Chicago, IL",Inland,Appliances,TV,Cloudy,266,94,435,373,169,8,True,False,False,URGENT AIR FREIGHT,HIGH,70,Lead Time Gap,114521.16,114521.16
3160,"Dallas, TX",Inland,Electronics,Camera,Cloudy,266,142,331,120,65,8,True,False,False,URGENT AIR FREIGHT,HIGH,70,Lead Time Gap,112379.8,112379.8
663,"Chicago, IL",Inland,Appliances,Laptop,Stormy,174,87,345,219,171,4,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Stormy,112312.79999999999,112312.79999999999
306,"New York, NY",Coastal,Appliances,Tablet,Cloudy,240,67,378,301,138,10,True,False,False,URGENT AIR FREIGHT,HIGH,70,Long Lead Time + Coastal Risk,110993.4,110993.4
1188,"New York, NY",Coastal,Appliances,Smartphone,Cloudy,158,117,251,324,93,9,True,False,False,URGENT AIR FREIGHT,HIGH,70,Long Lead Time + Coastal Risk,109498.20000000001,109498.20000000001
2701,"New York, NY",Coastal,Electronics,Washing Machine,Sunny,138,101,198,331,60,9,True,False,False,URGENT AIR FREIGHT,HIGH,70,Long Lead Time + Coastal Risk,108519.6,108519.6
1573,"New York, NY",Coastal,Electronics,Headphones,Cloudy,103,70,219,324,116,8,True,False,False,URGENT AIR FREIGHT,HIGH,70,Long Lead Time + Coastal Risk,108121.28,108121.28
3862,"Dallas, TX",Inland,Electronics,Camera,Rainy,242,131,492,419,250,7,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Rainy,107942.5,107942.5
745,"Dallas, TX",Inland,Electronics,Laptop,Rainy,167,67,263,239,96,2,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Rainy,107758.08,107758.08
4794,"Chicago, IL",Inland,Electronics,Smartphone,Stormy,317,103,393,413,76,7,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Stormy,107674.52,107674.52
1042,"Dallas, TX",Inland,Electronics,Washing Machine,Stormy,227,136,451,103,224,7,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Stormy,105801.92,105801.92
4451,"Dallas, TX",Inland,Electronics,TV,Rainy,285,112,410,419,125,7,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Rainy,104190.0,104190.0
326,"Dallas, TX",Inland,Electronics,Fridge,Stormy,385,87,485,445,100,8,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Lead Time Gap | Weather: Stormy,103781.0,103781.0
2018,"New York, NY",Coastal,Electronics,TV,Cloudy,90,146,219,465,129,9,True,False,False,URGENT AIR FREIGHT,HIGH,70,Long Lead Time + Coastal Risk,103287.71999999999,103287.71999999999
684,"Chicago, IL",Inland,Electronics,Washing Machine,Stormy,422,101,488,211,66,6,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Stormy,103228.62,103228.62
705,"Chicago, IL",Inland,Appliances,Headphones,Stormy,32,59,236,399,204,3,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Stormy,102450.84,102450.84
3460,"Chicago, IL",Inland,Electronics,Tablet,Stormy,51,76,234,268,183,3,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Stormy,102183.54,102183.54
1210,"Dallas, TX",Inland,Electronics,Camera,Sunny,271,139,390,456,119,10,True,False,False,URGENT AIR FREIGHT,HIGH,70,Lead Time Gap,101928.26,101928.26
4195,"Dallas, TX",Inland,Appliances,Washing Machine,Stormy,372,73,430,275,58,7,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Stormy,101777.24,101777.24
3994,"Chicago, IL",Inland,Electronics,Headphones,Stormy,298,95,384,393,86,6,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Stormy,101494.62000000001,101494.62000000001
1110,"Dallas, TX",Inland,Appliances,Headphones,Stormy,386,79,476,480,90,4,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Stormy,101278.79999999999,101278.79999999999
2567,"Chicago, IL",Inland,Electronics,Laptop,Cloudy,338,115,434,152,96,8,True,False,False,URGENT AIR FREIGHT,HIGH,70,Lead Time Gap,101041.92,101041.92
284,"Chicago, IL",Inland,Appliances,Camera,Stormy,155,129,214,461,59,10,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Lead Time Gap | Weather: Stormy,100491.75,100491.75
750,"Dallas, TX",Inland,Electronics,TV,Stormy,5,78,129,141,124,2,True,True,False,INCREASE SAFETY STOCK,HIGH,60,Critical Inventory Level | Weather: Stormy,100275.08,100275.08
355,"Chicago, IL",Inland,Electronics,Fridge,Rainy,325,52,480,352,155,10,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Lead Time Gap | Weather: Rainy,99192.25,99192.25
3786,"Los Angeles, CA",Coastal,Electronics,Smartphone,Sunny,97,123,191,104,94,10,True,False,False,URGENT AIR FREIGHT,HIGH,70,Long Lead Time + Coastal Risk,98937.81999999999,98937.81999999999
49,"Dallas, TX",Inland,Electronics,Smartphone,Cloudy,350,141,418,177,68,8,True,False,False,URGENT AIR FREIGHT,HIGH,70,Lead Time Gap,98007.72,98007.72
4834,"Chicago, IL",Inland,Electronics,Smartphone,Rainy,194,56,411,399,217,6,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Rainy,96840.59,96840.59
774,"Los Angeles, CA",Coastal,Electronics,Fridge,Sunny,341,61,433,341,92,8,True,False,False,URGENT AIR FREIGHT,HIGH,70,Long Lead Time + Coastal Risk,96743.51999999999,96743.51999999999
2674,"Dallas, TX",Inland,Electronics,Tablet,Sunny,233,99,362,469,129,10,True,False,False,URGENT AIR FREIGHT,HIGH,70,Lead Time Gap,96497.15999999999,96497.15999999999
282,"Chicago, IL",Inland,Electronics,Fridge,Rainy,189,127,328,225,139,8,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Lead Time Gap | Weather: Rainy,96349.23999999999,96349.23999999999
3742,"Los Angeles, CA",Coastal,Appliances,Tablet,Cloudy,115,98,318,237,203,10,True,False,False,URGENT AIR FREIGHT,HIGH,70,Long Lead Time + Coastal Risk,95765.25,95765.25
3017,"Chicago, IL",Inland,Appliances,Camera,Rainy,354,121,504,455,150,2,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Rainy,94720.5,94720.5
3766,"Chicago, IL",Inland,Electronics,Laptop,Stormy,54,77,247,186,193,4,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Stormy,94678.08,94678.08
4464,"Dallas, TX",Inland,Appliances,Laptop,Stormy,284,134,370,363,86,5,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Stormy,93848.36,93848.36
368,"Chicago, IL",Inland,Electronics,Camera,Rainy,113,63,298,390,185,1,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Rainy,93441.65,93441.65
1889,"Miami, FL",Coastal,Electronics,Headphones,Cloudy,130,107,233,290,103,8,True,False,False,URGENT AIR FREIGHT,HIGH,70,Long Lead Time + Coastal Risk,92938.96,92938.96
1469,"New York, NY",Coastal,Appliances,Laptop,Cloudy,182,139,369,358,187,9,True,False,False,URGENT AIR FREIGHT,HIGH,70,Long Lead Time + Coastal Risk,92553.78,92553.78
1823,"New York, NY",Coastal,Electronics,Tablet,Cloudy,87,71,481,390,394,8,True,False,False,URGENT AIR FREIGHT,HIGH,70,Long Lead Time + Coastal Risk,92109.32,92109.32
3430,"Dallas, TX",Inland,Electronics,Tablet,Stormy,61,51,218,109,157,9,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Lead Time Gap | Weather: Stormy,91725.68000000001,91725.68000000001
2536,"Dallas, TX",Inland,Appliances,Tablet,Rainy,26,122,174,481,148,3,True,True,False,INCREASE SAFETY STOCK,HIGH,60,Critical Inventory Level | Weather: Rainy,90598.2,90598.2
1577,"Chicago, IL",Inland,Electronics,Laptop,Rainy,105,73,214,104,109,4,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Rainy,90272.71,90272.71
2964,"Chicago, IL",Inland,Electronics,Smartphone,Stormy,55,51,147,119,92,4,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Stormy,89386.28,89386.28
1027,"Dallas, TX",Inland,Electronics,Camera,Rainy,295,97,490,408,195,3,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Rainy,89251.5,89251.5
3908,"Dallas, TX",Inland,Electronics,Camera,Cloudy,171,116,242,330,71,9,True,False,False,URGENT AIR FREIGHT,HIGH,70,Lead Time Gap,88816.03,88816.03
3935,"Chicago, IL",Inland,Electronics,Washing Machine,Cloudy,298,90,451,206,153,8,True,False,False,URGENT AIR FREIGHT,HIGH,70,Lead Time Gap,88499.79,88499.79
1234,"Miami, FL",Coastal,Appliances,TV,Sunny,363,91,421,340,58,9,True,False,False,URGENT AIR FREIGHT,HIGH,70,Long Lead Time + Coastal Risk,88216.84,88216.84
31,"Chicago, IL",Inland,Electronics,Smartphone,Rainy,27,131,156,386,129,7,True,True,False,INCREASE SAFETY STOCK,HIGH,60,Critical Inventory Level | Weather: Rainy,86774.43,86774.43
3530,"Miami, FL",Coastal,Electronics,Tablet,Sunny,265,106,407,339,142,8,True,False,False,URGENT AIR FREIGHT,HIGH,70,Long Lead Time + Coastal Risk,86715.14,86715.14
4164,"Chicago, IL",Inland,Appliances,Fridge,Stormy,148,74,201,468,53,6,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Stormy,86254.32,86254.32
3726,"Chicago, IL",Inland,Electronics,Headphones,Stormy,317,114,487,250,170,4,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Stormy,85630.7,85630.7
4257,"Chicago, IL",Inland,Electronics,Tablet,Stormy,225,147,349,342,124,10,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Lead Time Gap | Weather: Stormy,83582.2,83582.2
1358,"Dallas, TX",Inland,Electronics,TV,Stormy,62,85,457,278,395,8,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Lead Time Gap | Weather: Stormy,83218.6,83218.6
3363,"Chicago, IL",Inland,Electronics,Tablet,Stormy,220,86,497,141,277,6,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Stormy,82349.33,82349.33
4409,"Chicago, IL",Inland,Electronics,Laptop,Stormy,215,131,495,401,280,8,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Lead Time Gap | Weather: Stormy,81970.0,81970.0
1487,"Chicago, IL",Inland,Electronics,Tablet,Sunny,165,123,255,411,90,10,True,False,False,URGENT AIR FREIGHT,HIGH,70,Lead Time Gap,81137.7,81137.7
1207,"Miami, FL",Coastal,Electronics,Laptop,Cloudy,107,64,495,457,388,9,True,False,False,URGENT AIR FREIGHT,HIGH,70,Long Lead Time + Coastal Risk,79869.8,79869.8
4476,"Chicago, IL",Inland,Electronics,Laptop,Rainy,393,122,439,377,46,2,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Rainy,79197.28,79197.28
3418,"Dallas, TX",Inland,Electronics,Washing Machine,Stormy,132,115,304,249,172,2,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Stormy,78875.76,78875.76
3095,"Miami, FL",Coastal,Electronics,Headphones,Cloudy,204,96,450,271,246,10,True,False,False,URGENT AIR FREIGHT,HIGH,70,Long Lead Time + Coastal Risk,76973.4,76973.4
1928,"Dallas, TX",Inland,Electronics,Headphones,Stormy,232,82,363,275,131,1,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Stormy,75452.07,75452.07
3581,"Dallas, TX",Inland,Electronics,Fridge,Stormy,89,63,426,209,337,1,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Stormy,75191.44,75191.44
1891,"Miami, FL",Coastal,Appliances,TV,Cloudy,333,52,430,483,97,10,True,False,False,URGENT AIR FREIGHT,HIGH,70,Long Lead Time + Coastal Risk,75071.20999999999,75071.20999999999
27,"Dallas, TX",Inland,Appliances,TV,Cloudy,334,150,445,483,111,8,True,False,False,URGENT AIR FREIGHT,HIGH,70,Lead Time Gap,74786.25,74786.25
2315,"Dallas, TX",Inland,Appliances,Headphones,Stormy,142,94,473,144,331,10,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Lead Time Gap | Weather: Stormy,74259.84999999999,74259.84999999999
1513,"Dallas, TX",Inland,Appliances,Fridge,Cloudy,243,84,375,223,132,9,True,False,False,URGENT AIR FREIGHT,HIGH,70,Lead Time Gap,74202.48,74202.48
1174,"Dallas, TX",Inland,Electronics,Washing Machine,Rainy,230,113,322,495,92,7,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Rainy,73956.04,73956.04
1703,"Los Angeles, CA",Coastal,Electronics,Smartphone,Sunny,385,80,436,150,51,10,True,False,False,URGENT AIR FREIGHT,HIGH,70,Long Lead Time + Coastal Risk,73710.81,73710.81
3125,"Chicago, IL",Inland,Appliances,Fridge,Stormy,305,138,347,323,42,4,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Stormy,73085.46,73085.46
1162,"Chicago, IL",Inland,Electronics,Fridge,Rainy,6,110,447,129,441,3,True,True,False,INCREASE SAFETY STOCK,HIGH,60,Critical Inventory Level | Weather: Rainy,72725.31,72725.31
2808,"Chicago, IL",Inland,Appliances,Tablet,Stormy,358,106,412,241,54,2,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Stormy,72668.88,72668.88
348,"Chicago, IL",Inland,Electronics,TV,Sunny,39,54,486,193,447,8,True,False,False,URGENT AIR FREIGHT,HIGH,70,Lead Time Gap,72463.17000000001,72463.17000000001
954,"Dallas, TX",Inland,Appliances,Tablet,Rainy,227,60,297,490,70,1,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Weather: Rainy,69823.6,69823.6
919,"Dallas, TX",Inland,Electronics,Headphones,Rainy,414,79,505,230,91,9,True,False,False,INCREASE SAFETY STOCK,HIGH,60,Lead Time Gap | Weather: Rainy,68006.12000000001,68006.12000000001
